# Bond length fluctuation mode variances (taking last 30% of steps)
# Tau Act p Variance
1 0 8 1.6063240370203337e-05
1 0 9 1.5939301673053025e-05
1 0 10 1.582147081686799e-05
1 0 11 1.5652879152039968e-05
1 0 12 1.6049134566858604e-05
1 0 13 1.5982816567831432e-05
1 0 14 1.6063400933643468e-05
1 0 15 1.58648913412082e-05
1 0 16 1.5611606308737134e-05
1 0 17 1.567471320570799e-05
1 0 18 1.593506124016009e-05
1 0 19 1.601085907440491e-05
1 0 20 1.570011262522627e-05
1 0 21 1.5752911868645914e-05
1 0 22 1.591308443903554e-05
1 0 23 1.5715926353975557e-05
1 0 24 1.6245987222908485e-05
1 0 25 1.604630419593033e-05
1 0 26 1.5970835243561734e-05
1 0 27 1.6152252387258097e-05
1 0 28 1.5697726374117416e-05
1 0 29 1.5929100610596957e-05
1 0 30 1.6033241275532638e-05
1 0 31 1.6088255347616487e-05
1 0 32 1.6118689369266245e-05
1 0 33 1.6171397731269175e-05
1 0 34 1.587852437582476e-05
1 0 35 1.5833826292099087e-05
1 0 36 1.577958051639997e-05
1 0 37 1.589317273176967e-05
1 0 38 1.5981041369197247e-05
1 0 39 1.572341434662364e-05
1 0 40 1.60075402107728e-05
1 0 41 1.6036572161998553e-05
1 0 42 1.5846434830202048e-05
1 0 43 1.5787445306272437e-05
1 0 44 1.5990138365466346e-05
1 0 45 1.6113375177009163e-05
1 0 46 1.5880294986798586e-05
1 0 47 1.5955001771889844e-05
1 0 48 1.5932235504038718e-05
1 0 49 1.578393318154927e-05
1 0 50 1.627701015209969e-05
1 0 51 1.5829074249708765e-05
1 0 52 1.5927767269698397e-05
1 0 53 1.5997237726539303e-05
1 0 54 1.601201631449097e-05
1 0 55 1.6153873886216536e-05
1 0 56 1.594964181114146e-05
1 0 57 1.616963006603852e-05
1 0 58 1.6041186100185675e-05
1 0 59 1.6139433140623838e-05
1 0 60 1.6061012649277812e-05
1 0 61 1.5867215968319717e-05
1 0 62 1.5906295354371883e-05
1 0 63 1.8312789575105754e-33
1 8 0 3.404697612893103e-05
1 8 1 1.653605733594038e-05
1 8 2 1.6047370232502388e-05
1 8 3 1.5708667940643184e-05
1 8 4 1.6135874464201805e-05
1 8 5 1.5860467726150515e-05
1 8 6 1.597568442397062e-05
1 8 7 1.615053444769789e-05
1 8 8 1.5775199688704886e-05
1 8 9 1.585169051471378e-05
1 8 10 1.578133342565203e-05
1 8 11 1.579824225929131e-05
1 8 12 1.572798309776583e-05
1 8 13 1.5906591875189044e-05
1 8 14 1.5579827412315117e-05
1 8 15 1.6228213216472226e-05
1 8 16 1.6052618533686873e-05
1 8 17 1.566799482707608e-05
1 8 18 1.5901703046705084e-05
1 8 19 1.5986497719343474e-05
1 8 20 1.600875797756018e-05
1 8 21 1.5867954359615497e-05
1 8 22 1.589501365004678e-05
1 8 23 1.5902796089584646e-05
1 8 24 1.597340088939491e-05
1 8 25 1.605139643317057e-05
1 8 26 1.602910136407932e-05
1 8 27 1.6049939087510877e-05
1 8 28 1.5897600910989805e-05
1 8 29 1.5823016519689317e-05
1 8 30 1.5745428894310454e-05
1 8 31 1.5981401069320633e-05
1 8 32 1.5917315042774068e-05
1 8 33 1.5838285547164974e-05
1 8 34 1.5821638259489955e-05
1 8 35 1.5933932101781218e-05
1 8 36 1.603689952599844e-05
1 8 37 1.6106089007041142e-05
1 8 38 1.5944175347805756e-05
1 8 39 1.6052049565803937e-05
1 8 40 1.6073196487743173e-05
1 8 41 1.6079607827421265e-05
1 8 42 1.590189539340166e-05
1 8 43 1.5893698054388847e-05
1 8 44 1.6280263241135063e-05
1 8 45 1.6193432467905277e-05
1 8 46 1.602595766723106e-05
1 8 47 1.5950966742322217e-05
1 8 48 1.5995279332580878e-05
1 8 49 1.594449272685018e-05
1 8 50 1.6124783744989565e-05
1 8 51 1.597375740209502e-05
1 8 52 1.6017458066239805e-05
1 8 53 1.615207779676808e-05
1 8 54 1.6293908903248795e-05
1 8 55 1.6165314361966266e-05
1 8 56 1.6331457238899917e-05
1 8 57 1.608717576481067e-05
1 8 58 1.5982569921806407e-05
1 8 59 1.601245398385768e-05
1 8 60 1.6427577678441443e-05
1 8 61 1.627108892317351e-05
1 8 62 1.5883209718022984e-05
1 8 63 1.8283359771967702e-33
1 16 0 4.165564819415991e-05
1 16 1 1.8909862537771195e-05
1 16 2 1.8196827946906875e-05
1 16 3 1.7255683276316396e-05
1 16 4 1.6929000207229626e-05
1 16 5 1.644597555141288e-05
1 16 6 1.6434568604056856e-05
1 16 7 1.6127072196187833e-05
1 16 8 1.6197969541378935e-05
1 16 9 1.62588864455771e-05
1 16 10 1.6251766143099592e-05
1 16 11 1.5661033665841048e-05
1 16 12 1.6102087519880384e-05
1 16 13 1.6079153307707925e-05
1 16 14 1.595335982040601e-05
1 16 15 1.616636526180542e-05
1 16 16 1.603632587928251e-05
1 16 17 1.6077110682394035e-05
1 16 18 1.5980401738945055e-05
1 16 19 1.5952561592071375e-05
1 16 20 1.593833174022239e-05
1 16 21 1.6364176420193478e-05
1 16 22 1.611420212918437e-05
1 16 23 1.6053153015018073e-05
1 16 24 1.5840931689145502e-05
1 16 25 1.6169054706265838e-05
1 16 26 1.5930166662170472e-05
1 16 27 1.6303832658332555e-05
1 16 28 1.627242062919998e-05
1 16 29 1.60038491683328e-05
1 16 30 1.592671239694614e-05
1 16 31 1.611580327768154e-05
1 16 32 1.571765295826676e-05
1 16 33 1.615488091199177e-05
1 16 34 1.600756489364748e-05
1 16 35 1.6220532272253776e-05
1 16 36 1.611822119106714e-05
1 16 37 1.6102126011649482e-05
1 16 38 1.6091680935538392e-05
1 16 39 1.5767610807328253e-05
1 16 40 1.60395938418316e-05
1 16 41 1.5896114749818468e-05
1 16 42 1.592881294868166e-05
1 16 43 1.6118978091988438e-05
1 16 44 1.6050671941608742e-05
1 16 45 1.6253037598877328e-05
1 16 46 1.6001610353039612e-05
1 16 47 1.6128232616065006e-05
1 16 48 1.60371265060685e-05
1 16 49 1.6049163792055773e-05
1 16 50 1.6143805044997636e-05
1 16 51 1.604684342303942e-05
1 16 52 1.6105118481141235e-05
1 16 53 1.594013385446643e-05
1 16 54 1.6123036043992743e-05
1 16 55 1.62589798061518e-05
1 16 56 1.602223812913701e-05
1 16 57 1.625361656904528e-05
1 16 58 1.611288770866249e-05
1 16 59 1.5992021118106736e-05
1 16 60 1.6321226223468518e-05
1 16 61 1.597847362433895e-05
1 16 62 1.629737313904131e-05
1 16 63 1.8854070585930776e-33
1 32 0 8.165746879447525e-05
1 32 1 3.1232686384037506e-05
1 32 2 3.014997321130539e-05
1 32 3 2.592459358364721e-05
1 32 4 2.3419861775004273e-05
1 32 5 2.1424916408749e-05
1 32 6 1.9749359135802223e-05
1 32 7 1.900185042023427e-05
1 32 8 1.847251821890249e-05
1 32 9 1.8252037814036896e-05
1 32 10 1.7815991895205827e-05
1 32 11 1.765970585881361e-05
1 32 12 1.774591909897465e-05
1 32 13 1.7401130247303226e-05
1 32 14 1.757263525844221e-05
1 32 15 1.7220500124810368e-05
1 32 16 1.744311473294717e-05
1 32 17 1.717907945387787e-05
1 32 18 1.711005729566368e-05
1 32 19 1.6901309296286682e-05
1 32 20 1.693966398283808e-05
1 32 21 1.7165983790933113e-05
1 32 22 1.7220350305940388e-05
1 32 23 1.697965757053099e-05
1 32 24 1.7098860606880916e-05
1 32 25 1.6858873926649584e-05
1 32 26 1.6814312887863976e-05
1 32 27 1.663334176891192e-05
1 32 28 1.64469328942321e-05
1 32 29 1.6844406663640377e-05
1 32 30 1.700799967918088e-05
1 32 31 1.6808701759553827e-05
1 32 32 1.6586315774048606e-05
1 32 33 1.652376933729609e-05
1 32 34 1.642954149717269e-05
1 32 35 1.6556576230532262e-05
1 32 36 1.703278889336759e-05
1 32 37 1.6455529019982176e-05
1 32 38 1.6346810313736062e-05
1 32 39 1.660350507420488e-05
1 32 40 1.6405257651472626e-05
1 32 41 1.645484834425261e-05
1 32 42 1.638704874226887e-05
1 32 43 1.629457247055342e-05
1 32 44 1.662962902439879e-05
1 32 45 1.6486927467871025e-05
1 32 46 1.6481965981580523e-05
1 32 47 1.6208933928338054e-05
1 32 48 1.6393094686343036e-05
1 32 49 1.633683104698185e-05
1 32 50 1.6468058036017444e-05
1 32 51 1.6523911796251157e-05
1 32 52 1.620698468227079e-05
1 32 53 1.6256250639936423e-05
1 32 54 1.672792010927584e-05
1 32 55 1.6365457810756817e-05
1 32 56 1.6428827026906233e-05
1 32 57 1.6532595053463396e-05
1 32 58 1.6323937004856896e-05
1 32 59 1.6476377693866196e-05
1 32 60 1.648226731068655e-05
1 32 61 1.646884663931479e-05
1 32 62 1.655563385688427e-05
1 32 63 1.998750068570111e-33
1 48 0 0.00017721541269458214
1 48 1 6.080713300129193e-05
1 48 2 5.6704956823800195e-05
1 48 3 4.680916166461219e-05
1 48 4 3.8538585864889184e-05
1 48 5 3.254741955998496e-05
1 48 6 2.8805952049701254e-05
1 48 7 2.649669440016191e-05
1 48 8 2.4970104753197263e-05
1 48 9 2.341566928575856e-05
1 48 10 2.2903083499443756e-05
1 48 11 2.1972479566140328e-05
1 48 12 2.1881841462489534e-05
1 48 13 2.168562486592346e-05
1 48 14 2.1201202065738852e-05
1 48 15 2.0554746101469672e-05
1 48 16 2.087394373331995e-05
1 48 17 2.0534285419658554e-05
1 48 18 2.040862579345063e-05
1 48 19 2.0857331918464766e-05
1 48 20 2.0494727168882282e-05
1 48 21 1.9589145448061532e-05
1 48 22 2.01239574732348e-05
1 48 23 1.9448204565912614e-05
1 48 24 1.9816542423297825e-05
1 48 25 1.918482798624847e-05
1 48 26 1.952966183177329e-05
1 48 27 1.9330084968022506e-05
1 48 28 1.927604852175232e-05
1 48 29 1.922516753787085e-05
1 48 30 1.857566350429919e-05
1 48 31 1.8619073023713425e-05
1 48 32 1.8954535699732283e-05
1 48 33 1.8680234371625972e-05
1 48 34 1.8454588181939772e-05
1 48 35 1.841088831166277e-05
1 48 36 1.8599925662413852e-05
1 48 37 1.8547053622289288e-05
1 48 38 1.8537205129626385e-05
1 48 39 1.8378054046802582e-05
1 48 40 1.8009213036691623e-05
1 48 41 1.8327942424566828e-05
1 48 42 1.7898022546113458e-05
1 48 43 1.7974691042183736e-05
1 48 44 1.7916382420684545e-05
1 48 45 1.809978633276331e-05
1 48 46 1.7764567994258338e-05
1 48 47 1.786581546651894e-05
1 48 48 1.8127458480249518e-05
1 48 49 1.8058904870554797e-05
1 48 50 1.772290447982065e-05
1 48 51 1.784477037164471e-05
1 48 52 1.778645242020172e-05
1 48 53 1.777310307166858e-05
1 48 54 1.767240509027161e-05
1 48 55 1.762237811246264e-05
1 48 56 1.7627093510904057e-05
1 48 57 1.7555930848397573e-05
1 48 58 1.7597925674961028e-05
1 48 59 1.787075090059356e-05
1 48 60 1.783006283867451e-05
1 48 61 1.787944295222039e-05
1 48 62 1.7893815552180144e-05
1 48 63 2.313516442163168e-33
1 64 0 0.00037604507451927615
1 64 1 0.00011665815926883076
1 64 2 0.00010894743921232928
1 64 3 8.444973997995426e-05
1 64 4 6.6888790497565e-05
1 64 5 5.3642484229590764e-05
1 64 6 4.464420030056925e-05
1 64 7 3.937865025415049e-05
1 64 8 3.607853964610395e-05
1 64 9 3.2934849196858225e-05
1 64 10 3.12235842337276e-05
1 64 11 3.0180432755944516e-05
1 64 12 2.9154258337584227e-05
1 64 13 2.834405491134956e-05
1 64 14 2.8268960154487263e-05
1 64 15 2.7557098042434337e-05
1 64 16 2.7030810653822214e-05
1 64 17 2.6614482134903758e-05
1 64 18 2.619881225355353e-05
1 64 19 2.5990350538126012e-05
1 64 20 2.589767724545105e-05
1 64 21 2.5937604091326247e-05
1 64 22 2.4883589519633805e-05
1 64 23 2.496426184568901e-05
1 64 24 2.4876721730162007e-05
1 64 25 2.4347602323564037e-05
1 64 26 2.4422661710032093e-05
1 64 27 2.3963015871424906e-05
1 64 28 2.3875912135227498e-05
1 64 29 2.389347152217663e-05
1 64 30 2.3369054296463768e-05
1 64 31 2.3261537207967624e-05
1 64 32 2.2967346376083054e-05
1 64 33 2.2955062209557394e-05
1 64 34 2.2575865671091735e-05
1 64 35 2.267046970004941e-05
1 64 36 2.24395738996314e-05
1 64 37 2.2373336704773526e-05
1 64 38 2.223116797567183e-05
1 64 39 2.2411615828631172e-05
1 64 40 2.1907601834048077e-05
1 64 41 2.2129172481662e-05
1 64 42 2.175924929981073e-05
1 64 43 2.1627340512010036e-05
1 64 44 2.1343264732158438e-05
1 64 45 2.1144817723886575e-05
1 64 46 2.172032871684123e-05
1 64 47 2.134669300161777e-05
1 64 48 2.119370062869244e-05
1 64 49 2.100888825255755e-05
1 64 50 2.092369933116032e-05
1 64 51 2.1030307299533147e-05
1 64 52 2.070861073811487e-05
1 64 53 2.0627964169868407e-05
1 64 54 2.1199054973061698e-05
1 64 55 2.1153595315562484e-05
1 64 56 2.0727791244899147e-05
1 64 57 2.0783129961301172e-05
1 64 58 2.0932729337271324e-05
1 64 59 2.081585634400301e-05
1 64 60 2.0693583428315815e-05
1 64 61 2.0883164175269015e-05
1 64 62 2.0567533089762676e-05
1 64 63 3.048766121800593e-33
1 72 0 0.0005307421144468217
1 72 1 0.00015591057410970508
1 72 2 0.00014745456226137628
1 72 3 0.0001095073913791574
1 72 4 8.425787232869576e-05
1 72 5 6.766139872369588e-05
1 72 6 5.6734441066868754e-05
1 72 7 4.841338296782609e-05
1 72 8 4.3685491433984557e-05
1 72 9 4.0170746532154145e-05
1 72 10 3.794311773017775e-05
1 72 11 3.5934942301341494e-05
1 72 12 3.468613250226676e-05
1 72 13 3.351705009222407e-05
1 72 14 3.249409742716047e-05
1 72 15 3.209602190262971e-05
1 72 16 3.1381713076094865e-05
1 72 17 3.042546972104772e-05
1 72 18 3.042872470424686e-05
1 72 19 3.062596655979942e-05
1 72 20 2.9926442087875643e-05
1 72 21 2.8813718525350814e-05
1 72 22 2.9386873832708005e-05
1 72 23 2.8977055956781337e-05
1 72 24 2.8497052659394513e-05
1 72 25 2.8665232650549434e-05
1 72 26 2.7861648348939416e-05
1 72 27 2.8163978293484438e-05
1 72 28 2.6940934870031313e-05
1 72 29 2.6967176619769494e-05
1 72 30 2.6943457723517532e-05
1 72 31 2.6525520135057977e-05
1 72 32 2.6372955201960925e-05
1 72 33 2.6434308320797446e-05
1 72 34 2.593701295730605e-05
1 72 35 2.6082168701418705e-05
1 72 36 2.574281159131948e-05
1 72 37 2.5443731606354088e-05
1 72 38 2.5203855832835992e-05
1 72 39 2.4667965076407385e-05
1 72 40 2.465185490291925e-05
1 72 41 2.4648350538985803e-05
1 72 42 2.4443677836225835e-05
1 72 43 2.397439600452294e-05
1 72 44 2.386314725721405e-05
1 72 45 2.433887542958513e-05
1 72 46 2.424304974483903e-05
1 72 47 2.417708609279147e-05
1 72 48 2.373304322447116e-05
1 72 49 2.3417302952075525e-05
1 72 50 2.3781742965565635e-05
1 72 51 2.3695196223935944e-05
1 72 52 2.3203919095805927e-05
1 72 53 2.3516476143213934e-05
1 72 54 2.3379913977117718e-05
1 72 55 2.3092641032241827e-05
1 72 56 2.348848537336387e-05
1 72 57 2.2972828985618577e-05
1 72 58 2.3540695916566515e-05
1 72 59 2.357228478713485e-05
1 72 60 2.3080173698441605e-05
1 72 61 2.33702324754996e-05
1 72 62 2.3313152910200756e-05
1 72 63 3.560766364072185e-33
1 80 0 0.0007272516869103663
1 80 1 0.00020655509184702486
1 80 2 0.00019441953191544456
1 80 3 0.00014463417031702102
1 80 4 0.00010580279749721054
1 80 5 8.238145675142826e-05
1 80 6 7.015639499104036e-05
1 80 7 6.002161593829688e-05
1 80 8 5.290900846580881e-05
1 80 9 4.756101273030483e-05
1 80 10 4.530632389052781e-05
1 80 11 4.273510241403658e-05
1 80 12 4.0004108288348136e-05
1 80 13 4.013878957750136e-05
1 80 14 3.8061281288464215e-05
1 80 15 3.741519170953849e-05
1 80 16 3.657245922528805e-05
1 80 17 3.626476195030338e-05
1 80 18 3.5281035682235415e-05
1 80 19 3.4979051769529586e-05
1 80 20 3.4640190915844976e-05
1 80 21 3.400354031707582e-05
1 80 22 3.300047133394145e-05
1 80 23 3.3352880400605936e-05
1 80 24 3.2322152417282124e-05
1 80 25 3.239524315082596e-05
1 80 26 3.247696641558972e-05
1 80 27 3.169716959592848e-05
1 80 28 3.154337307992081e-05
1 80 29 3.0851454164048444e-05
1 80 30 3.109725526343834e-05
1 80 31 3.1176484285036526e-05
1 80 32 3.038077773251728e-05
1 80 33 3.0502861592117317e-05
1 80 34 2.9736727614654794e-05
1 80 35 2.9354604702355518e-05
1 80 36 2.980496287901846e-05
1 80 37 2.9223886975756854e-05
1 80 38 2.8640728987085998e-05
1 80 39 2.8956663506132495e-05
1 80 40 2.859817201299276e-05
1 80 41 2.891477769258511e-05
1 80 42 2.799908660113234e-05
1 80 43 2.8735934143135846e-05
1 80 44 2.8045462786024827e-05
1 80 45 2.731521565789268e-05
1 80 46 2.7513720622191875e-05
1 80 47 2.725498043202892e-05
1 80 48 2.6929707441228193e-05
1 80 49 2.7321875885332557e-05
1 80 50 2.7151299815174533e-05
1 80 51 2.699777449655226e-05
1 80 52 2.6739512018348387e-05
1 80 53 2.6348481896993696e-05
1 80 54 2.6895224802637577e-05
1 80 55 2.6890967115576548e-05
1 80 56 2.658888834888043e-05
1 80 57 2.666808204119094e-05
1 80 58 2.6487677168259115e-05
1 80 59 2.6534620957434703e-05
1 80 60 2.6775266137995038e-05
1 80 61 2.6598571891310314e-05
1 80 62 2.6434652584693472e-05
1 80 63 4.1594141058295966e-33
1 88 0 0.0009683793256573695
1 88 1 0.00026507140276885784
1 88 2 0.00025245830228909415
1 88 3 0.00018327588957880265
1 88 4 0.0001336021772706599
1 88 5 0.00010517903340064167
1 88 6 8.48065949733145e-05
1 88 7 7.288274500649015e-05
1 88 8 6.43137108407312e-05
1 88 9 5.82468163068721e-05
1 88 10 5.4269334391912053e-05
1 88 11 5.263153959227644e-05
1 88 12 4.946593161500697e-05
1 88 13 4.731073492193315e-05
1 88 14 4.550433139039858e-05
1 88 15 4.465423268902686e-05
1 88 16 4.376032804960166e-05
1 88 17 4.261367539396424e-05
1 88 18 4.1693248325342056e-05
1 88 19 4.079232309782753e-05
1 88 20 4.013244625482747e-05
1 88 21 3.951683306650877e-05
1 88 22 3.960556273387317e-05
1 88 23 3.928508956930093e-05
1 88 24 3.8139041380432144e-05
1 88 25 3.779293545924495e-05
1 88 26 3.726896651347686e-05
1 88 27 3.772354538700407e-05
1 88 28 3.638732285069553e-05
1 88 29 3.6973529351309246e-05
1 88 30 3.625209092937574e-05
1 88 31 3.5842702051458234e-05
1 88 32 3.528120892574602e-05
1 88 33 3.5167559085971886e-05
1 88 34 3.522358813144629e-05
1 88 35 3.437733542005955e-05
1 88 36 3.4544650796188946e-05
1 88 37 3.4464473221629465e-05
1 88 38 3.36978080760712e-05
1 88 39 3.355070312523428e-05
1 88 40 3.2641649014983115e-05
1 88 41 3.26465971265525e-05
1 88 42 3.2529372061906695e-05
1 88 43 3.248560680954039e-05
1 88 44 3.2658037919529114e-05
1 88 45 3.2217619017733956e-05
1 88 46 3.2074482459184716e-05
1 88 47 3.11994403932894e-05
1 88 48 3.19740426444699e-05
1 88 49 3.146888338692283e-05
1 88 50 3.180998543879522e-05
1 88 51 3.1176985465905284e-05
1 88 52 3.101606143123939e-05
1 88 53 3.084609468140416e-05
1 88 54 3.054310039066989e-05
1 88 55 3.0711360053724335e-05
1 88 56 3.1096114119802545e-05
1 88 57 3.0794350480908297e-05
1 88 58 3.12042747912763e-05
1 88 59 3.064815440106822e-05
1 88 60 3.106488143680058e-05
1 88 61 3.072327035379268e-05
1 88 62 3.0760218120971206e-05
1 88 63 4.9368158622038856e-33
1 96 0 0.0012816982190855246
1 96 1 0.00033499028205646777
1 96 2 0.00031904710999411867
1 96 3 0.00022838062810525344
1 96 4 0.00016542756849119845
1 96 5 0.00012685658130391598
1 96 6 0.00010196905736739684
1 96 7 8.760398484628187e-05
1 96 8 7.737599325172906e-05
1 96 9 6.907377343014184e-05
1 96 10 6.482044085566859e-05
1 96 11 6.082424621583431e-05
1 96 12 5.821341885228016e-05
1 96 13 5.6036826670824354e-05
1 96 14 5.373180176167459e-05
1 96 15 5.254159410477682e-05
1 96 16 5.06849268345222e-05
1 96 17 4.949017675840221e-05
1 96 18 4.8874108682311015e-05
1 96 19 4.8353935083598595e-05
1 96 20 4.755608097118219e-05
1 96 21 4.75109230856052e-05
1 96 22 4.585322436329718e-05
1 96 23 4.511530358041466e-05
1 96 24 4.529680639041883e-05
1 96 25 4.497991860399367e-05
1 96 26 4.411688880944947e-05
1 96 27 4.347167235826109e-05
1 96 28 4.332620730316938e-05
1 96 29 4.246302856329299e-05
1 96 30 4.277206753049486e-05
1 96 31 4.1785690177271346e-05
1 96 32 4.255770328258125e-05
1 96 33 4.132152953348387e-05
1 96 34 4.092037014280227e-05
1 96 35 4.06562867347614e-05
1 96 36 3.9910663968517566e-05
1 96 37 3.9453692845156474e-05
1 96 38 3.972419658299054e-05
1 96 39 3.903425365232068e-05
1 96 40 3.876163600438112e-05
1 96 41 3.816245191649567e-05
1 96 42 3.7955887395687536e-05
1 96 43 3.8157121026855395e-05
1 96 44 3.782413986151547e-05
1 96 45 3.751269899681987e-05
1 96 46 3.73450214966838e-05
1 96 47 3.6738712056791825e-05
1 96 48 3.746388696993736e-05
1 96 49 3.683192837485757e-05
1 96 50 3.697020872308918e-05
1 96 51 3.7024699500109484e-05
1 96 52 3.68351754875755e-05
1 96 53 3.653494534932337e-05
1 96 54 3.622520099756066e-05
1 96 55 3.5274192964037315e-05
1 96 56 3.5775569016525415e-05
1 96 57 3.657783797720218e-05
1 96 58 3.5500069949093774e-05
1 96 59 3.5806018068935775e-05
1 96 60 3.616772486114893e-05
1 96 61 3.5830504999572976e-05
1 96 62 3.630132176889877e-05
1 96 63 5.912526436751846e-33
1 104 0 0.0016177099256526409
1 104 1 0.00041924250993656764
1 104 2 0.0004019843780686454
1 104 3 0.00028116573167654503
1 104 4 0.00020514380281268102
1 104 5 0.00015377690938060006
1 104 6 0.00012336683302899496
1 104 7 0.00010407013564052493
1 104 8 9.212642760249769e-05
1 104 9 8.410253536012341e-05
1 104 10 7.91490724492188e-05
1 104 11 7.335317271438376e-05
1 104 12 6.871567997703634e-05
1 104 13 6.642892717686719e-05
1 104 14 6.413269656363278e-05
1 104 15 6.352768429865156e-05
1 104 16 6.0720121094466683e-05
1 104 17 5.8231985005815904e-05
1 104 18 5.7463355585750496e-05
1 104 19 5.733119110154869e-05
1 104 20 5.5064963581452435e-05
1 104 21 5.579781158910149e-05
1 104 22 5.4054850092430823e-05
1 104 23 5.3493403576181186e-05
1 104 24 5.3343335466034116e-05
1 104 25 5.3062923311396335e-05
1 104 26 5.1605306825264955e-05
1 104 27 5.161204719590372e-05
1 104 28 5.0185791497787614e-05
1 104 29 4.9967168742803304e-05
1 104 30 4.9915833970954536e-05
1 104 31 4.92039837284601e-05
1 104 32 4.890784092998951e-05
1 104 33 4.8996876339039384e-05
1 104 34 4.74400911927225e-05
1 104 35 4.7204745962927446e-05
1 104 36 4.710615108284454e-05
1 104 37 4.626974439515234e-05
1 104 38 4.6083804694046707e-05
1 104 39 4.667460707113416e-05
1 104 40 4.5096217487629885e-05
1 104 41 4.51683862884445e-05
1 104 42 4.529445296949094e-05
1 104 43 4.432533547712883e-05
1 104 44 4.4270741890060095e-05
1 104 45 4.335229462817538e-05
1 104 46 4.413918667322159e-05
1 104 47 4.401067363449687e-05
1 104 48 4.2990908334975995e-05
1 104 49 4.3013701260387077e-05
1 104 50 4.368288900320653e-05
1 104 51 4.271466347505285e-05
1 104 52 4.3316986035811544e-05
1 104 53 4.2133490931680614e-05
1 104 54 4.2516327347426656e-05
1 104 55 4.266351490097703e-05
1 104 56 4.2296436651967964e-05
1 104 57 4.165545534174702e-05
1 104 58 4.2613458748127525e-05
1 104 59 4.251330791777578e-05
1 104 60 4.2164392077876084e-05
1 104 61 4.205749263223824e-05
1 104 62 4.3172346727725727e-05
1 104 63 7.069627222713239e-33
4 0 0 3.178297555637118e-05
4 0 1 1.58568055424562e-05
4 0 2 1.587964927403209e-05
4 0 3 1.6026448484740565e-05
4 0 4 1.5617522289361137e-05
4 0 5 1.595236192376886e-05
4 0 6 1.6053742196842976e-05
4 0 7 1.582416565623799e-05
4 0 8 1.5724016640638744e-05
4 0 9 1.5777385595833077e-05
4 0 10 1.61440892560844e-05
4 0 11 1.6002438829311566e-05
4 0 12 1.5834060801223385e-05
4 0 13 1.5933742557588546e-05
4 0 14 1.590688045273094e-05
4 0 15 1.6074968375183303e-05
4 0 16 1.5817212283731878e-05
4 0 17 1.5884570027360985e-05
4 0 18 1.6127719645391713e-05
4 0 19 1.596867263715237e-05
4 0 20 1.6251901753418665e-05
4 0 21 1.6046026209810067e-05
4 0 22 1.5857750854777565e-05
4 0 23 1.5971207945216717e-05
4 0 24 1.5719268492977285e-05
4 0 25 1.5770385882784656e-05
4 0 26 1.572111410207991e-05
4 0 27 1.6130753046790767e-05
4 0 28 1.588517637223267e-05
4 0 29 1.6005742640669873e-05
4 0 30 1.5974765321754822e-05
4 0 31 1.5812013815656583e-05
4 0 32 1.587267802792624e-05
4 0 33 1.579696856077116e-05
4 0 34 1.604558372745373e-05
4 0 35 1.6033007395847464e-05
4 0 36 1.5979635247358433e-05
4 0 37 1.5803165510335296e-05
4 0 38 1.5886779389942223e-05
4 0 39 1.624731069510113e-05
4 0 40 1.6268283078408236e-05
4 0 41 1.60029131073885e-05
4 0 42 1.6133850084656818e-05
4 0 43 1.6245157684099178e-05
4 0 44 1.6219724669023646e-05
4 0 45 1.5933203439622477e-05
4 0 46 1.597143438204518e-05
4 0 47 1.595893032104769e-05
4 0 48 1.6080146802232742e-05
4 0 49 1.6128708763137975e-05
4 0 50 1.6102235890579713e-05
4 0 51 1.61172569214484e-05
4 0 52 1.6028957486376087e-05
4 0 53 1.6087573829544842e-05
4 0 54 1.6215716208942108e-05
4 0 55 1.614736586351561e-05
4 0 56 1.6226791668250747e-05
4 0 57 1.5980663077565683e-05
4 0 58 1.6103559164488968e-05
4 0 59 1.6177889576849494e-05
4 0 60 1.590477823560954e-05
4 0 61 1.5948276273998708e-05
4 0 62 1.596338985645238e-05
4 0 63 1.8749439558393923e-33
4 8 0 3.5929371993545445e-05
4 8 1 1.701690411807709e-05
4 8 2 1.681897451624962e-05
4 8 3 1.6666322222088278e-05
4 8 4 1.6178555005646052e-05
4 8 5 1.5915869536141904e-05
4 8 6 1.617042958717223e-05
4 8 7 1.5860777634580214e-05
4 8 8 1.5917128381269e-05
4 8 9 1.583031051590802e-05
4 8 10 1.58113654784441e-05
4 8 11 1.562657637437827e-05
4 8 12 1.6014892460970034e-05
4 8 13 1.5869225908341025e-05
4 8 14 1.5856599781633154e-05
4 8 15 1.585527391886477e-05
4 8 16 1.593349776546133e-05
4 8 17 1.5725402480653612e-05
4 8 18 1.6183129372101106e-05
4 8 19 1.5731101038109688e-05
4 8 20 1.600370187129952e-05
4 8 21 1.593151496133862e-05
4 8 22 1.6050376292498348e-05
4 8 23 1.5890798184606855e-05
4 8 24 1.5867922117172027e-05
4 8 25 1.5911051055751956e-05
4 8 26 1.592482813851034e-05
4 8 27 1.608485210453146e-05
4 8 28 1.6099160259699994e-05
4 8 29 1.5900225906611604e-05
4 8 30 1.60239626653819e-05
4 8 31 1.6181117634740158e-05
4 8 32 1.6126834966346712e-05
4 8 33 1.5992842568383592e-05
4 8 34 1.5845110201840825e-05
4 8 35 1.618903438582992e-05
4 8 36 1.5820448969353795e-05
4 8 37 1.5943363488317536e-05
