# Bond length fluctuation mode variances (taking last 30% of steps)
# Tau Act p Variance
4 8 38 1.5961086389969934e-05
4 8 39 1.5510868571305688e-05
4 8 40 1.5840339276478698e-05
4 8 41 1.594692507308753e-05
4 8 42 1.604858375575065e-05
4 8 43 1.6119067037536918e-05
4 8 44 1.5752156668070123e-05
4 8 45 1.6221319554700714e-05
4 8 46 1.6094922495264353e-05
4 8 47 1.5967690163209658e-05
4 8 48 1.6094996527799226e-05
4 8 49 1.6121332353511303e-05
4 8 50 1.597204953194704e-05
4 8 51 1.6150465859282614e-05
4 8 52 1.6160079252253006e-05
4 8 53 1.5940792952229787e-05
4 8 54 1.6184933149879334e-05
4 8 55 1.605263872896901e-05
4 8 56 1.6314428892483696e-05
4 8 57 1.6134581817966355e-05
4 8 58 1.6058701750835113e-05
4 8 59 1.6070579536666175e-05
4 8 60 1.629692570793881e-05
4 8 61 1.6098142793985028e-05
4 8 62 1.584339576573325e-05
4 8 63 1.8114920496563173e-33
4 16 0 5.9192537073597846e-05
4 16 1 2.2616106065307875e-05
4 16 2 2.1765027760378268e-05
4 16 3 1.9669901245372487e-05
4 16 4 1.812622130927723e-05
4 16 5 1.717204743771318e-05
4 16 6 1.712021326243748e-05
4 16 7 1.655854800790126e-05
4 16 8 1.6535026855898653e-05
4 16 9 1.619957160061363e-05
4 16 10 1.6300621894016542e-05
4 16 11 1.626506673039136e-05
4 16 12 1.621328617999067e-05
4 16 13 1.6112675522536472e-05
4 16 14 1.5994738572988266e-05
4 16 15 1.6278013252404893e-05
4 16 16 1.6208555060948808e-05
4 16 17 1.6287688671753665e-05
4 16 18 1.6059861061814393e-05
4 16 19 1.6290616733506012e-05
4 16 20 1.6072553357340596e-05
4 16 21 1.6047533878795875e-05
4 16 22 1.616450698917638e-05
4 16 23 1.624757295004529e-05
4 16 24 1.5925337722105246e-05
4 16 25 1.628897882235049e-05
4 16 26 1.606373853002584e-05
4 16 27 1.6153539709484836e-05
4 16 28 1.6082608338025333e-05
4 16 29 1.6258327302236904e-05
4 16 30 1.623242659358962e-05
4 16 31 1.598188697359444e-05
4 16 32 1.5916903374094993e-05
4 16 33 1.614897939640368e-05
4 16 34 1.5968903315484984e-05
4 16 35 1.6031034874861882e-05
4 16 36 1.6320362428441726e-05
4 16 37 1.6137778163768016e-05
4 16 38 1.6082981258311784e-05
4 16 39 1.597090128948403e-05
4 16 40 1.6279772517751982e-05
4 16 41 1.5877981304703383e-05
4 16 42 1.5940051536764724e-05
4 16 43 1.6113998406811225e-05
4 16 44 1.6167480253623046e-05
4 16 45 1.6279629841140683e-05
4 16 46 1.6229314084890674e-05
4 16 47 1.634190651852202e-05
4 16 48 1.6146133368987747e-05
4 16 49 1.588777817934495e-05
4 16 50 1.600444005363366e-05
4 16 51 1.6114657169621986e-05
4 16 52 1.6122263550833588e-05
4 16 53 1.599671792769709e-05
4 16 54 1.6002521331850743e-05
4 16 55 1.6101500832396626e-05
4 16 56 1.6027937184121287e-05
4 16 57 1.6152082363190948e-05
4 16 58 1.604376290615899e-05
4 16 59 1.6131120592661672e-05
4 16 60 1.6083746079034648e-05
4 16 61 1.6162598263516112e-05
4 16 62 1.5942208656326474e-05
4 16 63 1.8393086470803638e-33
4 32 0 0.0002566772324308252
4 32 1 6.112480291995202e-05
4 32 2 6.0317708454093084e-05
4 32 3 4.0481344408774945e-05
4 32 4 3.1115187334839e-05
4 32 5 2.640854244091453e-05
4 32 6 2.3689133966369437e-05
4 32 7 2.188808291495199e-05
4 32 8 2.0717903273938568e-05
4 32 9 2.0084487542313625e-05
4 32 10 1.983509262776338e-05
4 32 11 1.900739208116353e-05
4 32 12 1.886737510325177e-05
4 32 13 1.8497322553126088e-05
4 32 14 1.832732698798693e-05
4 32 15 1.8366744534650664e-05
4 32 16 1.820544011058769e-05
4 32 17 1.8185936253146825e-05
4 32 18 1.8273678972150326e-05
4 32 19 1.816969616049258e-05
4 32 20 1.8186568127039362e-05
4 32 21 1.781420025901124e-05
4 32 22 1.7795850369849916e-05
4 32 23 1.7535931907639622e-05
4 32 24 1.740211277818626e-05
4 32 25 1.7562367494526962e-05
4 32 26 1.7549876573190042e-05
4 32 27 1.747156731991517e-05
4 32 28 1.7572138423701504e-05
4 32 29 1.7546839987961126e-05
4 32 30 1.7199019689229772e-05
4 32 31 1.7615784363596375e-05
4 32 32 1.7371186567381996e-05
4 32 33 1.7460502035739975e-05
4 32 34 1.7221131552417878e-05
4 32 35 1.7136040361970507e-05
4 32 36 1.7030885526812022e-05
4 32 37 1.705215166402192e-05
4 32 38 1.689316598243783e-05
4 32 39 1.7179322669218716e-05
4 32 40 1.6973814525987052e-05
4 32 41 1.700005713565748e-05
4 32 42 1.7039796061314897e-05
4 32 43 1.702092821100056e-05
4 32 44 1.6984845081349407e-05
4 32 45 1.6711151868175414e-05
4 32 46 1.6988673904193754e-05
4 32 47 1.7031544417158178e-05
4 32 48 1.696703301608428e-05
4 32 49 1.6877196395257514e-05
4 32 50 1.665790153600347e-05
4 32 51 1.670440987780819e-05
4 32 52 1.6972088577282505e-05
4 32 53 1.6902833207731917e-05
4 32 54 1.6663433275705766e-05
4 32 55 1.712597419967884e-05
4 32 56 1.6553798227254235e-05
4 32 57 1.677374777423109e-05
4 32 58 1.702159020935686e-05
4 32 59 1.6916962907927122e-05
4 32 60 1.684374876293821e-05
4 32 61 1.6865636138578922e-05
4 32 62 1.678737104622732e-05
4 32 63 2.1484696147306153e-33
4 48 0 0.0008721987376058654
4 48 1 0.0001608932122459968
4 48 2 0.00017651861496716334
4 48 3 0.00010323673541127695
4 48 4 6.950994461624094e-05
4 48 5 5.286107649519343e-05
4 48 6 4.372209211579723e-05
4 48 7 3.820324873950233e-05
4 48 8 3.5011860965221704e-05
4 48 9 3.2051148200272836e-05
4 48 10 3.0081295668941386e-05
4 48 11 2.8835495644350365e-05
4 48 12 2.752197765106309e-05
4 48 13 2.6834654100750913e-05
4 48 14 2.5813303849358365e-05
4 48 15 2.546366374084715e-05
4 48 16 2.4217136392811645e-05
4 48 17 2.4129480269559862e-05
4 48 18 2.360158080411936e-05
4 48 19 2.328805936622795e-05
4 48 20 2.2996306261506537e-05
4 48 21 2.2861241822034467e-05
4 48 22 2.2796558944749836e-05
4 48 23 2.269051050178705e-05
4 48 24 2.223097109947983e-05
4 48 25 2.2043967009147967e-05
4 48 26 2.1916737436418823e-05
4 48 27 2.1824795205708143e-05
4 48 28 2.1317629460946866e-05
4 48 29 2.1187871045305246e-05
4 48 30 2.1357900913552953e-05
4 48 31 2.1033475438521875e-05
4 48 32 2.1077514755833643e-05
4 48 33 2.0404288024022008e-05
4 48 34 2.0584931960548123e-05
4 48 35 2.076457813631603e-05
4 48 36 2.0985262088704224e-05
4 48 37 2.0376792619422546e-05
4 48 38 2.0131575579483117e-05
4 48 39 2.0323123762395485e-05
4 48 40 2.0267571690904158e-05
4 48 41 2.010680068094329e-05
4 48 42 1.9775360505628177e-05
4 48 43 1.986594246721251e-05
4 48 44 2.0109226302099296e-05
4 48 45 1.958266079977472e-05
4 48 46 1.978561447849432e-05
4 48 47 1.9592747474567778e-05
4 48 48 1.945485853174631e-05
4 48 49 1.9622555717912062e-05
4 48 50 1.9545008135605884e-05
4 48 51 1.9338872701666e-05
4 48 52 1.9445636094117653e-05
4 48 53 1.9382739905052664e-05
4 48 54 1.9111204440868694e-05
4 48 55 1.9292034742547073e-05
4 48 56 1.932631732391235e-05
4 48 57 1.9383586974189513e-05
4 48 58 1.9077627042217764e-05
4 48 59 1.9186885698445913e-05
4 48 60 1.923467260736665e-05
4 48 61 1.9162663852896063e-05
4 48 62 1.9489229435854968e-05
4 48 63 3.04440647523341e-33
4 64 0 0.0021226642047128628
4 64 1 0.000358662196091264
4 64 2 0.00042463657998157876
4 64 3 0.00023866647500550214
4 64 4 0.0001575954844513351
4 64 5 0.00011674407076010698
4 64 6 8.984576963290712e-05
4 64 7 7.78432050292735e-05
4 64 8 6.720225849389508e-05
4 64 9 5.9707042594347336e-05
4 64 10 5.4177059491033485e-05
4 64 11 5.0406089029286444e-05
4 64 12 4.654541408213983e-05
4 64 13 4.420931704077543e-05
4 64 14 4.2386066411969826e-05
4 64 15 4.009686487874523e-05
4 64 16 3.861763416869898e-05
4 64 17 3.696972182812336e-05
4 64 18 3.670979437947814e-05
4 64 19 3.5020177365780666e-05
4 64 20 3.411306293140334e-05
4 64 21 3.331118443893366e-05
4 64 22 3.25168231055969e-05
4 64 23 3.2325805155618304e-05
4 64 24 3.147036244213047e-05
4 64 25 3.078631144399026e-05
4 64 26 2.9897123665398033e-05
4 64 27 2.994822116400122e-05
4 64 28 3.013645599229074e-05
4 64 29 2.8979776027993888e-05
4 64 30 2.9025217621070586e-05
4 64 31 2.8692248600376886e-05
4 64 32 2.8315225130097814e-05
4 64 33 2.845848497964246e-05
4 64 34 2.8087565385499066e-05
4 64 35 2.7562748298191502e-05
4 64 36 2.7157457815549933e-05
4 64 37 2.6902869794085427e-05
4 64 38 2.6898072359512234e-05
4 64 39 2.6472564151417595e-05
4 64 40 2.6143823024191374e-05
4 64 41 2.6479577551833597e-05
4 64 42 2.5837826319722896e-05
4 64 43 2.615006891050401e-05
4 64 44 2.6176281240729183e-05
4 64 45 2.5876683340666734e-05
4 64 46 2.5824042516230075e-05
4 64 47 2.5473593458344632e-05
4 64 48 2.5245786883167942e-05
4 64 49 2.5439447007282604e-05
4 64 50 2.5505500057234526e-05
4 64 51 2.5121195071669876e-05
4 64 52 2.5283858508456753e-05
4 64 53 2.471465418091107e-05
4 64 54 2.4920339321540726e-05
4 64 55 2.5241533363071365e-05
4 64 56 2.4614310582151236e-05
4 64 57 2.4897906371340654e-05
4 64 58 2.495589671604907e-05
4 64 59 2.4897345245838475e-05
4 64 60 2.4863233666309476e-05
4 64 61 2.4976448559689175e-05
4 64 62 2.548284262671009e-05
4 64 63 4.801701870811429e-33
4 72 0 0.0030540169896639503
4 72 1 0.0004997422759719398
4 72 2 0.0005998670613208601
4 72 3 0.00033452757313060406
4 72 4 0.00022364304621718344
4 72 5 0.00015890351508803584
4 72 6 0.0001257673645738746
4 72 7 0.00010566263552065993
4 72 8 9.099363978193372e-05
4 72 9 7.991889092391181e-05
4 72 10 7.206577041073371e-05
4 72 11 6.658889773482243e-05
4 72 12 6.17763305047888e-05
4 72 13 5.7385218164889766e-05
4 72 14 5.335520085296702e-05
4 72 15 5.19782283581395e-05
4 72 16 4.7723554941116236e-05
4 72 17 4.669004828915057e-05
4 72 18 4.554963721105488e-05
4 72 19 4.375749822504561e-05
4 72 20 4.277811710014494e-05
4 72 21 4.041865267188204e-05
4 72 22 3.992208457420743e-05
4 72 23 3.9279321819603384e-05
4 72 24 3.845333264576698e-05
4 72 25 3.7070891887187465e-05
4 72 26 3.705722461254099e-05
4 72 27 3.621373756396322e-05
4 72 28 3.584772166690443e-05
4 72 29 3.512008410330762e-05
4 72 30 3.513132079780099e-05
4 72 31 3.44071938056106e-05
4 72 32 3.366487082315432e-05
4 72 33 3.367797578293798e-05
4 72 34 3.305365871585951e-05
4 72 35 3.2727226061673816e-05
4 72 36 3.2370071143712236e-05
4 72 37 3.196131350258821e-05
4 72 38 3.177748552154328e-05
4 72 39 3.180140779461851e-05
4 72 40 3.197456517612086e-05
4 72 41 3.142976261631976e-05
4 72 42 3.138931834313457e-05
4 72 43 3.117335828022643e-05
4 72 44 3.1105555168624005e-05
4 72 45 3.0062794591866518e-05
4 72 46 3.080728054412369e-05
4 72 47 3.0516760099179806e-05
4 72 48 3.0353131550583817e-05
4 72 49 2.998667773013005e-05
4 72 50 2.9661703478338417e-05
4 72 51 2.988377817001387e-05
4 72 52 2.956778680073246e-05
4 72 53 2.9716776662100387e-05
4 72 54 2.957307200624553e-05
4 72 55 3.0346815611827358e-05
4 72 56 2.9479324137884868e-05
4 72 57 2.941097004714376e-05
4 72 58 3.033419545734953e-05
4 72 59 2.9496576672517156e-05
4 72 60 3.0007892432308404e-05
4 72 61 3.0167809265391754e-05
4 72 62 3.0246689342435518e-05
4 72 63 6.406781668386793e-33
4 80 0 0.004284520753168424
4 80 1 0.0006784228991733639
4 80 2 0.0008445768669763694
4 80 3 0.00046198352801001696
4 80 4 0.0003045207179311549
4 80 5 0.00021874823353971426
4 80 6 0.00017351367592925612
4 80 7 0.00013990633760591905
4 80 8 0.00012137853911863831
4 80 9 0.00010729746441753594
4 80 10 9.378392886950457e-05
4 80 11 8.581950689580036e-05
4 80 12 7.91072948462827e-05
4 80 13 7.481978583182416e-05
4 80 14 6.81722560196456e-05
4 80 15 6.580178096140839e-05
4 80 16 6.177154645874426e-05
4 80 17 5.896192285030996e-05
4 80 18 5.721672419878499e-05
4 80 19 5.5221579968619806e-05
4 80 20 5.297962955164026e-05
4 80 21 5.067439052524382e-05
4 80 22 5.003478781475254e-05
4 80 23 4.8831275427771404e-05
4 80 24 4.7429055089016495e-05
4 80 25 4.597468723023227e-05
4 80 26 4.59726431935863e-05
4 80 27 4.478864877234835e-05
4 80 28 4.382186575382335e-05
4 80 29 4.36158926188987e-05
4 80 30 4.2695803308185715e-05
4 80 31 4.1845285648104064e-05
4 80 32 4.121597858571988e-05
4 80 33 4.0417289147768435e-05
4 80 34 4.0926848781700965e-05
4 80 35 3.930870080582232e-05
4 80 36 3.9974066915699375e-05
4 80 37 3.988651287176651e-05
4 80 38 3.887447628396964e-05
4 80 39 3.868446398098841e-05
4 80 40 3.867162651357413e-05
4 80 41 3.839371307686416e-05
4 80 42 3.7654875218194206e-05
4 80 43 3.744974624668855e-05
4 80 44 3.745220100979025e-05
4 80 45 3.6815027692712014e-05
4 80 46 3.6991507926632664e-05
4 80 47 3.687750937027649e-05
4 80 48 3.691043514955215e-05
4 80 49 3.660091251098222e-05
4 80 50 3.64583912723179e-05
4 80 51 3.6165489937320284e-05
4 80 52 3.660301892105393e-05
4 80 53 3.652163046803029e-05
4 80 54 3.632623072402317e-05
4 80 55 3.6046559445203535e-05
4 80 56 3.5857949995596084e-05
4 80 57 3.555367981880434e-05
4 80 58 3.553492744553013e-05
4 80 59 3.5845327333902496e-05
4 80 60 3.570683150102926e-05
4 80 61 3.6364673685404425e-05
4 80 62 3.704809840849644e-05
4 80 63 8.073231583617298e-33
4 88 0 0.005728883918097599
4 88 1 0.0008702332735168858
4 88 2 0.0011622048675257691
4 88 3 0.0006093451990413425
4 88 4 0.0004127222670379333
4 88 5 0.0003027585973269695
4 88 6 0.0002316903973176363
4 88 7 0.0001878437269464543
4 88 8 0.0001617923857958388
4 88 9 0.00014068183384328026
4 88 10 0.0001253860845309555
4 88 11 0.00011318267600951196
4 88 12 0.00010453205389043971
4 88 13 9.578735229224278e-05
4 88 14 9.187966995783794e-05
4 88 15 8.499661455675572e-05
4 88 16 8.166956110427104e-05
4 88 17 7.78044377964853e-05
4 88 18 7.423885743293383e-05
4 88 19 7.044867004860728e-05
4 88 20 6.858505615060292e-05
4 88 21 6.471943560003692e-05
4 88 22 6.34457652769265e-05
4 88 23 6.262292418870949e-05
4 88 24 6.107519631110056e-05
4 88 25 5.816291118132648e-05
4 88 26 5.8243047450026904e-05
4 88 27 5.647341980786794e-05
4 88 28 5.452513993380706e-05
4 88 29 5.30475729701547e-05
4 88 30 5.34668137283997e-05
4 88 31 5.228204975970646e-05
4 88 32 5.237427971487905e-05
4 88 33 5.113646053507322e-05
4 88 34 5.0260672553820575e-05
4 88 35 5.033746383374946e-05
4 88 36 4.998990822429649e-05
4 88 37 4.900275249910847e-05
4 88 38 4.926891506241049e-05
4 88 39 4.815819461350248e-05
4 88 40 4.830282609398699e-05
4 88 41 4.77138856066833e-05
4 88 42 4.7443194712319266e-05
4 88 43 4.744295251782972e-05
4 88 44 4.641557726313347e-05
4 88 45 4.653437177408563e-05
4 88 46 4.5472283413203483e-05
4 88 47 4.550053776653733e-05
4 88 48 4.584190049182725e-05
4 88 49 4.5746700530851886e-05
4 88 50 4.61343981000533e-05
4 88 51 4.510098661696349e-05
4 88 52 4.538477174435535e-05
4 88 53 4.586822105099871e-05
4 88 54 4.492431901286135e-05
4 88 55 4.431179236433711e-05
4 88 56 4.504540440998161e-05
4 88 57 4.4672631194680536e-05
4 88 58 4.5098182662807705e-05
4 88 59 4.400772501713103e-05
4 88 60 4.4572389082466854e-05
4 88 61 4.4871504140784814e-05
4 88 62 4.810644568614134e-05
4 88 63 1.0426530420725247e-32
4 96 0 0.007711549164892552
4 96 1 0.0011128380739515002
4 96 2 0.0016040723934410202
4 96 3 0.0008331604402339223
4 96 4 0.0005396978623540635
4 96 5 0.00039505400458861306
4 96 6 0.0003122445475425457
4 96 7 0.00025491228947891235
4 96 8 0.000212430036818411
4 96 9 0.0001872835857373872
4 96 10 0.00016646309284421815
4 96 11 0.00015334634796225754
4 96 12 0.0001396002688015661
4 96 13 0.00013040559437455223
4 96 14 0.00012131086662128233
4 96 15 0.00011457431710756119
4 96 16 0.00010770258542088697
4 96 17 0.00010323887016054165
4 96 18 9.837654250768475e-05
4 96 19 9.480428151951325e-05
4 96 20 9.129288523788581e-05
4 96 21 8.729101296579418e-05
4 96 22 8.381240742313508e-05
4 96 23 8.256199420892387e-05
4 96 24 8.048911915073163e-05
4 96 25 7.880331793628948e-05
4 96 26 7.541564166455394e-05
4 96 27 7.353030687070782e-05
4 96 28 7.206291781200904e-05
4 96 29 7.13618188992849e-05
4 96 30 7.070769107609602e-05
4 96 31 6.870077721439866e-05
4 96 32 6.756170020281447e-05
4 96 33 6.760584116396002e-05
4 96 34 6.59822330438519e-05
4 96 35 6.650798667436955e-05
4 96 36 6.547546024239326e-05
4 96 37 6.439288403547386e-05
4 96 38 6.440325390869949e-05
4 96 39 6.357247413896791e-05
4 96 40 6.193507529221777e-05
4 96 41 6.208734381986666e-05
4 96 42 6.127297469058927e-05
4 96 43 6.126246383048335e-05
4 96 44 6.043334687267019e-05
4 96 45 6.022058399619792e-05
4 96 46 6.138117762010691e-05
4 96 47 5.978809704269291e-05
4 96 48 5.9002321501859215e-05
4 96 49 5.8287067088155214e-05
4 96 50 5.806287366102035e-05
4 96 51 5.896580868022297e-05
4 96 52 5.781571342883317e-05
4 96 53 5.8797869951085026e-05
4 96 54 5.753038624162493e-05
4 96 55 5.8566857702186524e-05
4 96 56 5.752751436872854e-05
4 96 57 5.816536692280617e-05
4 96 58 5.690247980306092e-05
4 96 59 5.664140108704119e-05
4 96 60 5.834969110521844e-05
4 96 61 5.733919533473894e-05
4 96 62 6.304909191554489e-05
4 96 63 1.3725700044490513e-32
4 104 0 0.009863385177121735
4 104 1 0.0014526126253374308
4 104 2 0.002044166010773868
4 104 3 0.0011114313291706267
4 104 4 0.0007004304907960842
4 104 5 0.0005208981007778961
4 104 6 0.0004134664715212624
4 104 7 0.00033668813792964007
4 104 8 0.00028925686231949413
4 104 9 0.0002481028008708133
4 104 10 0.00022487616722152433
4 104 11 0.0002038902384687711
4 104 12 0.00018599693202157462
4 104 13 0.00017381624253316646
4 104 14 0.0001624133576326921
4 104 15 0.00015320475311843447
4 104 16 0.00014459519552309906
4 104 17 0.00013815678711144583
4 104 18 0.00013244310762324164
4 104 19 0.00012520537618175304
4 104 20 0.00012203394336241714
4 104 21 0.00011717999926785376
4 104 22 0.00011363131978704809
4 104 23 0.00010955361559298941
4 104 24 0.0001073421459724678
4 104 25 0.00010333849419965637
4 104 26 9.988782041171475e-05
4 104 27 9.757665872083381e-05
4 104 28 9.635272470244118e-05
4 104 29 9.416219591673705e-05
4 104 30 9.181757159354072e-05
4 104 31 9.278916449097723e-05
4 104 32 8.95177892617068e-05
4 104 33 8.796550755239725e-05
4 104 34 8.7595908445587e-05
4 104 35 8.718637261807748e-05
4 104 36 8.563659979308621e-05
4 104 37 8.34944531450463e-05
4 104 38 8.267433780023408e-05
4 104 39 8.206714273558546e-05
4 104 40 8.146821779025463e-05
4 104 41 8.033406631817943e-05
4 104 42 8.104521144931595e-05
4 104 43 7.835889218326977e-05
4 104 44 7.894648243399499e-05
4 104 45 7.900967351010572e-05
4 104 46 7.861279808589137e-05
4 104 47 7.714393736719743e-05
4 104 48 7.699710123734652e-05
4 104 49 7.621413610806159e-05
4 104 50 7.56993142615902e-05
4 104 51 7.653725650570147e-05
4 104 52 7.486973920786983e-05
4 104 53 7.557881607347305e-05
4 104 54 7.625869606067923e-05
4 104 55 7.46350594354683e-05
4 104 56 7.474330888035745e-05
4 104 57 7.493700951878153e-05
4 104 58 7.414301311103506e-05
4 104 59 7.473141947869393e-05
4 104 60 7.427615968825415e-05
4 104 61 7.412511466012589e-05
4 104 62 8.425914555869358e-05
4 104 63 1.7683140437279648e-32
7 0 0 3.1712706078670315e-05
7 0 1 1.5845218615900432e-05
7 0 2 1.575318149201061e-05
7 0 3 1.5670826913687715e-05
7 0 4 1.596220262075454e-05
7 0 5 1.589366915417233e-05
7 0 6 1.5692280490447314e-05
7 0 7 1.5648062981946478e-05
7 0 8 1.5663625175245782e-05
7 0 9 1.561639992705357e-05
7 0 10 1.5820921599398203e-05
7 0 11 1.615852118432602e-05
7 0 12 1.5704629948461146e-05
7 0 13 1.6088681824920222e-05
7 0 14 1.5715217786565855e-05
7 0 15 1.579908211869772e-05
7 0 16 1.5979107904045885e-05
7 0 17 1.592582002221021e-05
7 0 18 1.566560632437941e-05
7 0 19 1.5769234811246623e-05
7 0 20 1.5922306648399352e-05
7 0 21 1.6019443690954325e-05
7 0 22 1.6114079412922468e-05
7 0 23 1.5955471285324492e-05
7 0 24 1.5968705329050462e-05
7 0 25 1.6087227548292068e-05
7 0 26 1.6144390490449614e-05
7 0 27 1.602416266834557e-05
7 0 28 1.599522524260173e-05
7 0 29 1.5773196110723312e-05
7 0 30 1.6208227934617684e-05
7 0 31 1.58176507922731e-05
7 0 32 1.624636527590265e-05
7 0 33 1.5955354934092495e-05
7 0 34 1.6227331257391406e-05
7 0 35 1.5876440403367605e-05
7 0 36 1.5917996991316622e-05
7 0 37 1.600417603173984e-05
7 0 38 1.5991998739624412e-05
7 0 39 1.592955794598826e-05
7 0 40 1.617296729964472e-05
7 0 41 1.5966977860291983e-05
7 0 42 1.598354421979121e-05
7 0 43 1.6068499803249822e-05
7 0 44 1.6101897282948308e-05
7 0 45 1.6161094629810688e-05
7 0 46 1.6133978719073464e-05
7 0 47 1.6095853743231835e-05
7 0 48 1.6025969248744568e-05
7 0 49 1.619439804762184e-05
7 0 50 1.6293738004213742e-05
7 0 51 1.5994295716009944e-05
7 0 52 1.6004551575770177e-05
7 0 53 1.6009145790177862e-05
7 0 54 1.6057972371686634e-05
7 0 55 1.618704244863269e-05
7 0 56 1.584459137278637e-05
7 0 57 1.5921608184852383e-05
7 0 58 1.6151936287736044e-05
7 0 59 1.6246422783987642e-05
7 0 60 1.595650432514447e-05
7 0 61 1.5746807692025568e-05
7 0 62 1.6223898748509734e-05
7 0 63 1.8756756779655406e-33
7 8 0 3.868161128958074e-05
7 8 1 1.7242088040903376e-05
7 8 2 1.7378752410434476e-05
7 8 3 1.665322752730399e-05
7 8 4 1.6223507911870714e-05
7 8 5 1.6141686461342048e-05
7 8 6 1.6325713515006553e-05
7 8 7 1.6170992984445896e-05
7 8 8 1.600721823214584e-05
7 8 9 1.5910656715737294e-05
7 8 10 1.60594534980634e-05
7 8 11 1.6150840953186427e-05
7 8 12 1.590165895100278e-05
7 8 13 1.5849156063558923e-05
7 8 14 1.620936000297595e-05
7 8 15 1.596285630801976e-05
7 8 16 1.5958504041266704e-05
7 8 17 1.589369791342049e-05
7 8 18 1.5958681450369175e-05
7 8 19 1.5961706475752866e-05
7 8 20 1.5962472935378225e-05
7 8 21 1.6321180383433933e-05
7 8 22 1.5892426991684106e-05
7 8 23 1.6035977177182027e-05
7 8 24 1.595413202322976e-05
7 8 25 1.596797182257099e-05
7 8 26 1.6151025185855278e-05
7 8 27 1.6027906792694624e-05
7 8 28 1.5976078625190256e-05
7 8 29 1.5689245051876487e-05
7 8 30 1.635822321968151e-05
7 8 31 1.583280431299981e-05
7 8 32 1.6239722857623532e-05
7 8 33 1.5783219155693682e-05
7 8 34 1.573141593705804e-05
7 8 35 1.6070497280878114e-05
7 8 36 1.5888209984844726e-05
7 8 37 1.5703902291837903e-05
7 8 38 1.5751979568820924e-05
7 8 39 1.603184308024153e-05
7 8 40 1.6140839173770727e-05
7 8 41 1.5902505429928695e-05
7 8 42 1.6049533958420588e-05
7 8 43 1.6250850277252685e-05
7 8 44 1.5909481104762965e-05
7 8 45 1.5957852433072422e-05
7 8 46 1.6162907155277748e-05
7 8 47 1.612348427329307e-05
7 8 48 1.6165597593376844e-05
7 8 49 1.6091071341108672e-05
7 8 50 1.58612852954292e-05
7 8 51 1.624112363892915e-05
7 8 52 1.6150609386252837e-05
7 8 53 1.5706597046765605e-05
7 8 54 1.609954470390855e-05
7 8 55 1.6157795603477062e-05
7 8 56 1.5920343881604216e-05
7 8 57 1.6142936385922654e-05
7 8 58 1.6050339080407155e-05
7 8 59 1.6190068280763275e-05
7 8 60 1.633004894477603e-05
7 8 61 1.6256348944261085e-05
7 8 62 1.630178742728703e-05
7 8 63 1.8607121736098486e-33
7 16 0 8.25014111639614e-05
7 16 1 2.5955232187851775e-05
7 16 2 2.4980614582979053e-05
7 16 3 2.1429973741387782e-05
7 16 4 1.9308639660725103e-05
7 16 5 1.77753287872722e-05
7 16 6 1.7284467279105813e-05
7 16 7 1.7275063489017263e-05
7 16 8 1.6902136078910755e-05
7 16 9 1.6325746227397746e-05
7 16 10 1.6796269163003856e-05
7 16 11 1.6187168235214726e-05
7 16 12 1.6192673348864256e-05
7 16 13 1.608387867421818e-05
7 16 14 1.633793808182673e-05
7 16 15 1.6140076119440532e-05
7 16 16 1.6407367486400536e-05
7 16 17 1.6286156138602064e-05
7 16 18 1.6329953173954038e-05
7 16 19 1.6490202677972952e-05
7 16 20 1.6170824716565364e-05
7 16 21 1.6345726144829118e-05
7 16 22 1.6266610233903573e-05
7 16 23 1.615566732655919e-05
7 16 24 1.6025306432188445e-05
7 16 25 1.607110337644532e-05
7 16 26 1.6104046778815295e-05
7 16 27 1.5978288826953994e-05
7 16 28 1.5878308441088947e-05
7 16 29 1.6202285647473948e-05
7 16 30 1.6175347865407703e-05
7 16 31 1.639134697003246e-05
7 16 32 1.632654328643245e-05
7 16 33 1.6280653825182126e-05
7 16 34 1.6348104675377205e-05
7 16 35 1.639039743078787e-05
7 16 36 1.6257032323524832e-05
7 16 37 1.629748325220544e-05
7 16 38 1.6049953781177374e-05
7 16 39 1.6229192863827264e-05
7 16 40 1.5984000129579688e-05
7 16 41 1.6050167677472663e-05
7 16 42 1.5878117466201018e-05
7 16 43 1.6011221941906686e-05
7 16 44 1.6099131457207705e-05
7 16 45 1.623403650614187e-05
7 16 46 1.623255349063888e-05
7 16 47 1.60151671578711e-05
7 16 48 1.6030210759299536e-05
7 16 49 1.622558336075457e-05
7 16 50 1.6428820024501094e-05
7 16 51 1.6138029092658164e-05
7 16 52 1.6266570071321986e-05
7 16 53 1.5723676210816876e-05
7 16 54 1.614904573639129e-05
7 16 55 1.6247476050619395e-05
7 16 56 1.623934920662564e-05
7 16 57 1.6256186940229055e-05
7 16 58 1.613062744358016e-05
7 16 59 1.6223387992206635e-05
7 16 60 1.6148854591016302e-05
7 16 61 1.590601184137957e-05
7 16 62 1.61366380605384e-05
7 16 63 1.8806663036630814e-33
7 32 0 0.0005031194751569586
7 32 1 8.971040000678741e-05
7 32 2 9.927795620935073e-05
7 32 3 5.916215067008002e-05
7 32 4 4.1201842003821695e-05
7 32 5 3.28891866801216e-05
7 32 6 2.8346063101596925e-05
7 32 7 2.5420269469633812e-05
7 32 8 2.4065864937945035e-05
7 32 9 2.2474917432564355e-05
7 32 10 2.198576703481333e-05
