f_a,tau,A,C,D,E
72.0,7.0,0.07260462377515602,3.0589623618640567,49.34919275972539,-0.00460328866792337
80.0,7.0,0.07260462377515602,3.0399698327518254,51.78176618522412,-0.004293563891390433
88.0,7.0,0.07260462377515602,3.421420396628054,57.920933476787155,-0.0040740789530688435
96.0,7.0,0.07260462377515602,4.143501096082455,67.48508586999561,-0.0039160846449979355
104.0,7.0,0.07260462377515602,4.859010531177087,76.10175319890307,-0.003679361397817295
0.0,10.0,0.07257115033703639,0.44609082141938533,0.0,0.0
8.0,10.0,0.07257115033703639,0.9950437810835411,23.874220604873678,-0.02239300477353417
16.0,10.0,0.07257115033703639,3.1226324079082053,43.676910672405505,-0.011523606359798108
32.0,10.0,0.07257115033703639,3.5408661674423887,46.85927092726427,-0.008327055644652758
48.0,10.0,0.07257115033703639,2.9389982509812143,45.04843126486172,-0.006565399868233925
64.0,10.0,0.07257115033703639,2.503640651944978,44.07960348288891,-0.005165906872540765
72.0,10.0,0.07257115033703639,2.515803935158033,46.47302280236335,-0.004761512695590937
80.0,10.0,0.07257115033703639,3.0083702329493627,53.90868187187353,-0.004588836806079016
88.0,10.0,0.07257115033703639,3.66824528317595,62.98449134504498,-0.004292122626457913
96.0,10.0,0.07257115033703639,4.54668768319713,73.95499867861463,-0.004072360347918224
104.0,10.0,0.07257115033703639,5.3269366929368696,83.16927192213022,-0.0037011020634420216
0.0,13.0,0.07266676924216085,0.40697328003181205,0.0,0.0
8.0,13.0,0.07266676924216085,1.7779385965287573,30.410162701782113,-0.021575761960797555
16.0,13.0,0.07266676924216085,3.206495290196234,44.18337525474172,0.01182623444018832
32.0,13.0,0.07266676924216085,3.041730990090769,43.79403334158564,0.008727751740134933
48.0,13.0,0.07266676924216085,2.5148511332532024,41.53972171173908,0.006739859418717066
64.0,13.0,0.07266676924216085,2.2757679048899933,42.63053261160731,0.005418790940490336
72.0,13.0,0.07266676924216085,2.4869209482252916,47.19909119833283,0.005028135860870587
80.0,13.0,0.07266676924216085,3.175490088768487,57.82186397721758,0.004783179311907759
88.0,13.0,0.07266676924216085,3.9508361683219544,68.24625899197565,0.004414784744585379
96.0,13.0,0.07266676924216085,4.837039613456923,78.9729630613722,0.004111027060245615
104.0,13.0,0.07266676924216085,5.652205414649898,87.6731066871439,0.0037383541512469648
0.0,19.0,0.07277345275555813,0.42913555541756826,0.0,0.0
8.0,19.0,0.07277345275555813,1.8948088254303932,34.46966971495836,-0.018961336829254632
16.0,19.0,0.07277345275555813,2.825678973122958,41.08313600793485,-0.012368663344145416
32.0,19.0,0.07277345275555813,2.5218026502272424,39.80613071555203,-0.009652625319850089
48.0,19.0,0.07277345275555813,2.1063277235567104,38.55356492134867,-0.007169557007318863
64.0,19.0,0.07277345275555813,2.2718924538482446,43.520346008787136,-0.005895258212834133
72.0,19.0,0.07277345275555813,2.814699880094514,51.84148148263535,-0.005444912826932701
80.0,19.0,0.07277345275555813,3.633049033422046,64.80733840187091,-0.005038281593723788
88.0,19.0,0.07277345275555813,4.386973233494391,74.91237260594139,-0.004519213279510878
96.0,19.0,0.07277345275555813,5.1013718060725886,84.03268421112288,-0.004046456936166761
104.0,19.0,0.07277345275555813,5.819569709118316,92.76314773273036,-0.003650535463132492
