f_a,tau,A,C,D,E
0.0,0.1,0.07260323520204572,0.5472955674913916,0.0,0.0
8.0,0.1,0.07260323520204572,1.0000000000000003e-05,0.7053937588217901,0.12759943181564892
16.0,0.1,0.07260323520204572,1.0000000000000003e-05,1.7261531070343794,-0.021681580786168612
32.0,0.1,0.07260323520204572,1.0000000000000003e-05,6.393271564526091,-0.009084937297235056
48.0,0.1,0.07260323520204572,0.5409648779167493,16.444107414057562,0.006524021810083344
64.0,0.1,0.07260323520204572,1.630753472524315,28.838887500834677,0.004976136987064708
72.0,0.1,0.07260323520204572,2.537953500378236,34.38325275885169,0.004344945036221178
80.0,0.1,0.07260323520204572,3.4555643318676745,39.907193929928056,0.00386999035974692
88.0,0.1,0.07260323520204572,4.395932973442918,46.16723857921896,0.003509674120818978
96.0,0.1,0.07260323520204572,5.356138062204515,51.270445253217524,0.0031740797469010044
104.0,0.1,0.07260323520204572,6.278745677805576,56.48219637020619,0.002920106306323673
0.0,1.0,0.07205726654311588,0.12588515678649953,0.0,0.0
8.0,1.0,0.07205726654311588,1.000000001508192e-05,1.0300893101730242,0.03274455297542138
16.0,1.0,0.07205726654311588,1.0000000000000003e-05,4.892897470987364,-0.01672905285711659
32.0,1.0,0.07205726654311588,1.2125344580875654,23.155613013608,0.008942237769439313
48.0,1.0,0.07205726654311588,3.1933613351375643,41.37893790499733,-0.005656135515004394
64.0,1.0,0.07205726654311588,5.475116420917287,55.43161376198838,-0.004197950610525519
72.0,1.0,0.07205726654311588,6.475927654881248,60.978691404010384,-0.0037812737551936623
80.0,1.0,0.07205726654311588,7.342238587892979,65.5475051073074,-0.0034561556277858123
88.0,1.0,0.07205726654311588,8.09924106024471,69.82369416623396,-0.003231433871006163
96.0,1.0,0.07205726654311588,8.575292047749583,73.45426880117702,-0.0030214280983554666
104.0,1.0,0.07205726654311588,9.095357535156053,76.4981373841032,-0.0028961762859251406
0.0,4.0,0.07245029893620916,0.35289725715646153,0.0,0.0
8.0,4.0,0.07245029893620916,1.0000000000003553e-05,6.499450731429145,0.029256286416530435
16.0,4.0,0.07245029893620916,1.587585653359364,29.418697523975975,0.013726361663685828
32.0,4.0,0.07245029893620916,4.587402664805352,52.72128313181454,-0.0070970132953523495
48.0,4.0,0.07245029893620916,5.119718366005655,57.10494434427729,-0.005572075137990798
64.0,4.0,0.07245029893620916,5.026853007795439,59.328213708286,-0.004844573495998511
72.0,4.0,0.07245029893620916,4.747467916927886,59.15971487348682,-0.004462862516210468
80.0,4.0,0.07245029893620916,4.680362304181808,59.96266879684701,-0.00417683812620088
88.0,4.0,0.07245029893620916,4.423640515189784,60.9329374717942,-0.0038763573723172243
96.0,4.0,0.07245029893620916,4.325802820225445,62.773144556039774,-0.0036181572237352047
104.0,4.0,0.07245029893620916,4.574979558611473,66.92110403163574,-0.003425838567034656
0.0,7.0,0.07260462377515602,0.20989383011255275,0.0,0.0
8.0,7.0,0.07260462377515602,0.3478321691054729,15.338789997602037,-0.02397649999068901
16.0,7.0,0.07260462377515602,2.6933295795270404,40.01918152944129,-0.011829277664914822
32.0,7.0,0.07260462377515602,4.2794744561703375,51.2952815359509,-0.007501644387387816
48.0,7.0,0.07260462377515602,3.8502648869490566,50.660558257952864,-0.006250632545229563
64.0,7.0,0.07260462377515602,3.2539838776240217,49.079352069442734,-0.005072722014909509
