# Tau Act n Variance
# (n=0 represents var_a0_sq)
0.1 8 18 2.2599436838810000e-04
0.1 8 19 2.0767766510020001e-04
0.1 8 20 1.8696542128539999e-04
0.1 8 21 1.7088971580579999e-04
0.1 8 22 1.6282471753380001e-04
0.1 8 23 1.4981380321230000e-04
0.1 8 24 1.4172340992839999e-04
0.1 8 25 1.3192438425720001e-04
0.1 8 26 1.2309533387670001e-04
0.1 8 27 1.1712230187690000e-04
0.1 8 28 1.1230547156680000e-04
0.1 8 29 1.0657073288720000e-04
0.1 8 30 1.0091000114550000e-04
0.1 8 31 9.6947102581610638e-05
0.1 8 32 9.4324306557676000e-05
0.1 8 33 8.9027431371598611e-05
0.1 8 34 8.4020216666542291e-05
0.1 8 35 8.1558134747764725e-05
0.1 8 36 7.9974814749425103e-05
0.1 8 37 7.8006847335891595e-05
0.1 8 38 7.6277263041845536e-05
0.1 8 39 7.2939957204005648e-05
0.1 8 40 7.2196289587584853e-05
0.1 8 41 7.0225108923710112e-05
0.1 8 42 6.8576494560398319e-05
0.1 8 43 6.7939362230690987e-05
0.1 8 44 6.5649375728081725e-05
0.1 8 45 6.4774009974853639e-05
0.1 8 46 6.3051493794635095e-05
0.1 8 47 6.1911773946534380e-05
0.1 8 48 6.0717243686776699e-05
0.1 8 49 6.0450730411968998e-05
0.1 8 50 5.9781645802624962e-05
0.1 8 51 6.0441596225333000e-05
0.1 8 52 5.8512309447882525e-05
0.1 8 53 5.7921797556020843e-05
0.1 8 54 5.7216690839394428e-05
0.1 8 55 5.6604070984092440e-05
0.1 8 56 5.7198172249520992e-05
0.1 8 57 5.5175481525456925e-05
0.1 8 58 5.6158326673629838e-05
0.1 8 59 5.5440303281106742e-05
0.1 8 60 5.5764313650673972e-05
0.1 8 61 5.4889534496653625e-05
0.1 8 62 5.5355653054501529e-05
0.1 8 63 3.1368233854523764e-30
0.1 16 0 1.0977555350571633e+00
0.1 16 1 2.1513362692881849e-01
0.1 16 2 5.3173580546471998e-02
0.1 16 3 2.2569475415738002e-02
0.1 16 4 1.1232495161739400e-02
0.1 16 5 6.0954747731691997e-03
0.1 16 6 3.7730667257254002e-03
0.1 16 7 2.5367543596992999e-03
0.1 16 8 1.7863844713768000e-03
0.1 16 9 1.2931542397380999e-03
0.1 16 10 9.7284575677660000e-04
0.1 16 11 7.8396779415350001e-04
0.1 16 12 6.1427634621009995e-04
0.1 16 13 5.0631376017409998e-04
0.1 16 14 4.2808189410019999e-04
0.1 16 15 3.6091691555429999e-04
0.1 16 16 3.2039594304470001e-04
0.1 16 17 2.7370311176660002e-04
0.1 16 18 2.4922318068229998e-04
0.1 16 19 2.1974639626490001e-04
0.1 16 20 1.9975376772900000e-04
0.1 16 21 1.8362944808730000e-04
0.1 16 22 1.6783081606770001e-04
0.1 16 23 1.5552652651350000e-04
0.1 16 24 1.4294577939750000e-04
0.1 16 25 1.3775789483629999e-04
0.1 16 26 1.2650174488519999e-04
0.1 16 27 1.2045046584619999e-04
0.1 16 28 1.1476238801750000e-04
0.1 16 29 1.0794077575300000e-04
0.1 16 30 1.0287258602980000e-04
0.1 16 31 9.8743445883171856e-05
0.1 16 32 9.2663531796625565e-05
0.1 16 33 8.8821537493026902e-05
0.1 16 34 8.5390788425630047e-05
0.1 16 35 8.5147903488874268e-05
0.1 16 36 8.0755578819837745e-05
0.1 16 37 7.7967244514874013e-05
0.1 16 38 7.6214499069678608e-05
0.1 16 39 7.3607710168264082e-05
0.1 16 40 7.2968706693695855e-05
0.1 16 41 7.0020931092268861e-05
0.1 16 42 6.8904533076748708e-05
0.1 16 43 6.6222562574398583e-05
0.1 16 44 6.6889270168219342e-05
0.1 16 45 6.3823564734044740e-05
0.1 16 46 6.3708170778929214e-05
0.1 16 47 6.2791867816849823e-05
0.1 16 48 6.1587485840679094e-05
0.1 16 49 6.0019069123078608e-05
0.1 16 50 5.9744422347672856e-05
0.1 16 51 6.0057743217016519e-05
0.1 16 52 5.9454272194130371e-05
0.1 16 53 5.7063839155312551e-05
0.1 16 54 5.7749095147660047e-05
0.1 16 55 5.6648207292586983e-05
0.1 16 56 5.6680133660148548e-05
0.1 16 57 5.6378569147055522e-05
0.1 16 58 5.5420035667037609e-05
0.1 16 59 5.6148187092112864e-05
0.1 16 60 5.6332402438514881e-05
0.1 16 61 5.5472496933457559e-05
0.1 16 62 5.6059641752360989e-05
0.1 16 63 2.9817847481210683e-30
0.1 32 0 8.0506999961924663e-01
0.1 32 1 5.3294095268289943e-01
0.1 32 2 1.9559448400535040e-01
0.1 32 3 7.5682954789100601e-02
0.1 32 4 3.9010602009399202e-02
0.1 32 5 2.1523224322432401e-02
0.1 32 6 1.3077210300468000e-02
0.1 32 7 8.6348222982004005e-03
0.1 32 8 5.7378382910317997e-03
0.1 32 9 3.8990102694959998e-03
0.1 32 10 2.8005270019805998e-03
0.1 32 11 2.0779704163975000e-03
0.1 32 12 1.5546677709704000e-03
0.1 32 13 1.1839220970410000e-03
0.1 32 14 9.1203193280700004e-04
0.1 32 15 7.1759376268599995e-04
0.1 32 16 5.7449508376840005e-04
0.1 32 17 4.7233429950760002e-04
0.1 32 18 3.9763223209890003e-04
0.1 32 19 3.3687932217579998e-04
0.1 32 20 2.8749412860760000e-04
0.1 32 21 2.5089799251900002e-04
0.1 32 22 2.2529371029629999e-04
0.1 32 23 1.9891173385480000e-04
0.1 32 24 1.8256128113290000e-04
0.1 32 25 1.6423870664220000e-04
0.1 32 26 1.5320366387119999e-04
0.1 32 27 1.4090638527730000e-04
0.1 32 28 1.3024842197310001e-04
0.1 32 29 1.2426258232679999e-04
0.1 32 30 1.1673519907960000e-04
0.1 32 31 1.0996509658290000e-04
0.1 32 32 1.0518722050199999e-04
0.1 32 33 1.0018777138420000e-04
0.1 32 34 9.5195227520073839e-05
0.1 32 35 9.0865133042011698e-05
0.1 32 36 8.7775916624038857e-05
0.1 32 37 8.5565408351430467e-05
0.1 32 38 8.2189134265989449e-05
0.1 32 39 7.8823128391155970e-05
0.1 32 40 7.7036689851969466e-05
0.1 32 41 7.4558112568017963e-05
0.1 32 42 7.4074942851829620e-05
0.1 32 43 7.1244010649829825e-05
0.1 32 44 6.9254131839574317e-05
0.1 32 45 6.8702178175808140e-05
0.1 32 46 6.6907721837248965e-05
0.1 32 47 6.5392333708548045e-05
0.1 32 48 6.5196276958386540e-05
0.1 32 49 6.3530564218755115e-05
0.1 32 50 6.2989748341664396e-05
0.1 32 51 6.2007830523638216e-05
0.1 32 52 6.0784097250701503e-05
0.1 32 53 6.0441298347219664e-05
0.1 32 54 6.1126081558102445e-05
0.1 32 55 6.0003654378972011e-05
0.1 32 56 5.9590690597852691e-05
0.1 32 57 5.8342109710685874e-05
0.1 32 58 5.9240449082933731e-05
0.1 32 59 5.8401069978122288e-05
0.1 32 60 5.7174783659321753e-05
0.1 32 61 5.7307485550747245e-05
0.1 32 62 5.7948120695350769e-05
0.1 32 63 2.3688022174951737e-30
0.1 48 0 4.8333158935729281e-01
0.1 48 1 7.5396987413684446e-01
0.1 48 2 3.6433940781797808e-01
0.1 48 3 1.6659456928294880e-01
0.1 48 4 9.4493121684920897e-02
0.1 48 5 5.6663735128063601e-02
0.1 48 6 3.6027311688652502e-02
0.1 48 7 2.3212967555042301e-02
0.1 48 8 1.6091019699905701e-02
0.1 48 9 1.1229595354872900e-02
0.1 48 10 7.9280995678147996e-03
0.1 48 11 5.7640280141039004e-03
0.1 48 12 4.2359811348385004e-03
0.1 48 13 3.1306743892052999e-03
0.1 48 14 2.3909038364348999e-03
0.1 48 15 1.8022519732686999e-03
0.1 48 16 1.3741230369539001e-03
0.1 48 17 1.0764168594137001e-03
0.1 48 18 8.6418298565640005e-04
0.1 48 19 6.8753694037900002e-04
0.1 48 20 5.7074665881980005e-04
0.1 48 21 4.6712015684540002e-04
0.1 48 22 3.9858904211980003e-04
0.1 48 23 3.3783513735710001e-04
0.1 48 24 2.9305035374409998e-04
0.1 48 25 2.5592574250210001e-04
0.1 48 26 2.2707581489199999e-04
0.1 48 27 2.0501927380140001e-04
0.1 48 28 1.8405202022860000e-04
0.1 48 29 1.7057618157780000e-04
0.1 48 30 1.5429036237120001e-04
0.1 48 31 1.4213150627020001e-04
0.1 48 32 1.3443775725219999e-04
0.1 48 33 1.2558392737399999e-04
0.1 48 34 1.1848502622689999e-04
0.1 48 35 1.1389791775409999e-04
0.1 48 36 1.0716763882850000e-04
0.1 48 37 1.0240112791760000e-04
0.1 48 38 9.7009401772291644e-05
0.1 48 39 9.4857696187728794e-05
0.1 48 40 9.0128925915899903e-05
0.1 48 41 8.7342466866852854e-05
0.1 48 42 8.4673144963774878e-05
0.1 48 43 8.2979594442246694e-05
0.1 48 44 8.0347774643663175e-05
0.1 48 45 7.9072413937283096e-05
0.1 48 46 7.5639873580467715e-05
0.1 48 47 7.5296236391253867e-05
0.1 48 48 7.3165705116224965e-05
0.1 48 49 7.1338760608460899e-05
0.1 48 50 7.0337409445975986e-05
0.1 48 51 6.9962952103951525e-05
0.1 48 52 7.0096485846957556e-05
0.1 48 53 6.8186902215956012e-05
0.1 48 54 6.7369392138988421e-05
0.1 48 55 6.6452086931892993e-05
0.1 48 56 6.6793654908912781e-05
0.1 48 57 6.6020953036485363e-05
0.1 48 58 6.4738653521302520e-05
0.1 48 59 6.5108244449721398e-05
0.1 48 60 6.3963526259030871e-05
0.1 48 61 6.5488516835616019e-05
0.1 48 62 6.4800316709647538e-05
0.1 48 63 1.7993155036902876e-30
0.1 64 0 3.2405812311397419e-01
0.1 64 1 7.6157867573500471e-01
0.1 64 2 4.1290113802541051e-01
0.1 64 3 2.4587789238814819e-01
0.1 64 4 1.4045897791509160e-01
0.1 64 5 9.2922070467726200e-02
0.1 64 6 6.2520735258393703e-02
0.1 64 7 4.2985539025563700e-02
0.1 64 8 3.1502323662350000e-02
0.1 64 9 2.1899582552907200e-02
0.1 64 10 1.6461020410969900e-02
0.1 64 11 1.2126552078295700e-02
0.1 64 12 8.9669478925859993e-03
0.1 64 13 6.7628801383163998e-03
0.1 64 14 5.0325042591005996e-03
0.1 64 15 3.8477259983527999e-03
0.1 64 16 2.9982385496983999e-03
0.1 64 17 2.3422248566621002e-03
0.1 64 18 1.8642793910093000e-03
0.1 64 19 1.4743380276869000e-03
0.1 64 20 1.1512999199019000e-03
0.1 64 21 9.3928430112009997e-04
0.1 64 22 7.6966578822479999e-04
0.1 64 23 6.4120557399210000e-04
0.1 64 24 5.4087940827729996e-04
0.1 64 25 4.5326732299710002e-04
0.1 64 26 3.9086695196119999e-04
0.1 64 27 3.3657730767640000e-04
0.1 64 28 3.0069703871919999e-04
0.1 64 29 2.6726445783670000e-04
0.1 64 30 2.3478372968750000e-04
0.1 64 31 2.1484012303860000e-04
0.1 64 32 1.9631539523159999e-04
0.1 64 33 1.8057414490759999e-04
0.1 64 34 1.6598297554150000e-04
0.1 64 35 1.5458973515229999e-04
0.1 64 36 1.4408829441130001e-04
0.1 64 37 1.3432891642689999e-04
0.1 64 38 1.2915540236519999e-04
0.1 64 39 1.2302588146470000e-04
0.1 64 40 1.1624476254589999e-04
0.1 64 41 1.1095512062690000e-04
0.1 64 42 1.0682644726030000e-04
0.1 64 43 1.0242351171380000e-04
0.1 64 44 9.9871978703344516e-05
0.1 64 45 9.5998592288468445e-05
0.1 64 46 9.4149582647374638e-05
0.1 64 47 9.0855509160119242e-05
0.1 64 48 8.8610404653960317e-05
0.1 64 49 8.7385427814124002e-05
0.1 64 50 8.6686177091471333e-05
0.1 64 51 8.4450563089014428e-05
0.1 64 52 8.1900252355256197e-05
0.1 64 53 8.0422244149899107e-05
0.1 64 54 8.0840932521531123e-05
0.1 64 55 8.0597850171368432e-05
0.1 64 56 7.9097957124319340e-05
0.1 64 57 7.7757060289150592e-05
0.1 64 58 7.7168108576905269e-05
0.1 64 59 7.8128956070611211e-05
0.1 64 60 7.7159955890263412e-05
0.1 64 61 7.6028653546090778e-05
0.1 64 62 7.5535520977251602e-05
0.1 64 63 1.6972356475581014e-30
0.1 72 0 3.1626568592611581e-01
0.1 72 1 6.5102939694842665e-01
0.1 72 2 4.4458706376113200e-01
0.1 72 3 2.6390279932187261e-01
0.1 72 4 1.5823309970036259e-01
0.1 72 5 1.0728036199129010e-01
0.1 72 6 7.1903085415543494e-02
0.1 72 7 5.1945513388692501e-02
0.1 72 8 3.8101619802812299e-02
0.1 72 9 2.7385928950898499e-02
0.1 72 10 2.0550493685324699e-02
0.1 72 11 1.5294183868860599e-02
0.1 72 12 1.1543172536201201e-02
0.1 72 13 8.7924425626285004e-03
0.1 72 14 6.6923597641662001e-03
0.1 72 15 5.2439111903127998e-03
0.1 72 16 4.1049031715353996e-03
0.1 72 17 3.1723455804836000e-03
0.1 72 18 2.5139329911803001e-03
0.1 72 19 1.9990990439971998e-03
0.1 72 20 1.6100177956202000e-03
0.1 72 21 1.2993838037193000e-03
0.1 72 22 1.0634649851863000e-03
0.1 72 23 8.8716490182830004e-04
0.1 72 24 7.2793195538550001e-04
0.1 72 25 6.0616174859050005e-04
0.1 72 26 5.2303682641160001e-04
0.1 72 27 4.4547830603069999e-04
0.1 72 28 3.8668603028110002e-04
0.1 72 29 3.4363354492509998e-04
0.1 72 30 3.0035806681410002e-04
0.1 72 31 2.7579472723430001e-04
0.1 72 32 2.4785022015429999e-04
0.1 72 33 2.1538663247219999e-04
0.1 72 34 2.0489362215749999e-04
0.1 72 35 1.8864239062900000e-04
0.1 72 36 1.7400641032050000e-04
0.1 72 37 1.6361134957999999e-04
0.1 72 38 1.5436200027280000e-04
0.1 72 39 1.4616833006659999e-04
0.1 72 40 1.3493680645419999e-04
0.1 72 41 1.2826761557160001e-04
0.1 72 42 1.2355366931450000e-04
0.1 72 43 1.1833902759499999e-04
0.1 72 44 1.1519427874730000e-04
0.1 72 45 1.0908869620720000e-04
0.1 72 46 1.0599045773479999e-04
0.1 72 47 1.0269694439560001e-04
0.1 72 48 1.0165954759680000e-04
0.1 72 49 9.9219774603514740e-05
0.1 72 50 9.5512900508557238e-05
0.1 72 51 9.4219139772806678e-05
0.1 72 52 9.2673933591638037e-05
0.1 72 53 9.1061400433186597e-05
0.1 72 54 9.0475837018738801e-05
0.1 72 55 8.9963461202147713e-05
0.1 72 56 8.8370225193599509e-05
0.1 72 57 8.7937108625137377e-05
0.1 72 58 8.7226867527447050e-05
0.1 72 59 8.4725249299360208e-05
0.1 72 60 8.6273938883601973e-05
0.1 72 61 8.6409293181591017e-05
0.1 72 62 8.5348424446773596e-05
0.1 72 63 1.8258835351498827e-30
0.1 80 0 2.9878825394502090e-01
0.1 80 1 5.8729237823651370e-01
0.1 80 2 4.6221967063621228e-01
0.1 80 3 2.7383213955675001e-01
0.1 80 4 1.7369347892880921e-01
0.1 80 5 1.1905414715343740e-01
0.1 80 6 8.2329559243022904e-02
0.1 80 7 5.9242561874331197e-02
0.1 80 8 4.3665829837119599e-02
0.1 80 9 3.2953298067757202e-02
0.1 80 10 2.4641351857113799e-02
0.1 80 11 1.8644997571625899e-02
0.1 80 12 1.4186688390915900e-02
0.1 80 13 1.1072599975399999e-02
0.1 80 14 8.6682948529819004e-03
0.1 80 15 6.6794106807218003e-03
0.1 80 16 5.2722022523837000e-03
0.1 80 17 4.1364113229974998e-03
0.1 80 18 3.3275637651788998e-03
0.1 80 19 2.6064816808874002e-03
0.1 80 20 2.0839777835766999e-03
0.1 80 21 1.7048112255738999e-03
0.1 80 22 1.4024957298480001e-03
0.1 80 23 1.1550374394282000e-03
0.1 80 24 9.6833150612550003e-04
0.1 80 25 8.0083424571019996e-04
0.1 80 26 6.8179423788400004e-04
0.1 80 27 5.8165032030309998e-04
0.1 80 28 5.0228128951159995e-04
0.1 80 29 4.3616669079909998e-04
0.1 80 30 3.8428434924030002e-04
0.1 80 31 3.4930035395930000e-04
0.1 80 32 3.0765303219020001e-04
0.1 80 33 2.7741701411779999e-04
0.1 80 34 2.5039692877149998e-04
0.1 80 35 2.3063506968740001e-04
0.1 80 36 2.0984687139680001e-04
0.1 80 37 1.9404871331610000e-04
0.1 80 38 1.8085857919800000e-04
0.1 80 39 1.7041806516470001e-04
0.1 80 40 1.6090221612090000e-04
0.1 80 41 1.5186613621899999e-04
0.1 80 42 1.4194326658080000e-04
0.1 80 43 1.4011405267499999e-04
0.1 80 44 1.3150428137740001e-04
0.1 80 45 1.2622960958320000e-04
0.1 80 46 1.2348745473089999e-04
0.1 80 47 1.1885217102260001e-04
0.1 80 48 1.1633236772559999e-04
0.1 80 49 1.1139971512330000e-04
0.1 80 50 1.1034272006450000e-04
0.1 80 51 1.0812406170830001e-04
0.1 80 52 1.0522196726609999e-04
0.1 80 53 1.0459464826800000e-04
0.1 80 54 1.0264816253650000e-04
0.1 80 55 9.9436095366635421e-05
0.1 80 56 1.0002447941910000e-04
0.1 80 57 9.8351918767927075e-05
0.1 80 58 9.8910357078681158e-05
0.1 80 59 9.8714556412917196e-05
0.1 80 60 9.6783459306088875e-05
0.1 80 61 9.6529187209892401e-05
0.1 80 62 9.4546024228310438e-05
0.1 80 63 1.8982760723575896e-30
0.1 88 0 2.7098728192450888e-01
0.1 88 1 5.6170206083782881e-01
0.1 88 2 4.4587915485104218e-01
0.1 88 3 2.8871894853125363e-01
0.1 88 4 1.9332765257523549e-01
0.1 88 5 1.3337906640498320e-01
0.1 88 6 9.3681067746914704e-02
0.1 88 7 6.7426122640420194e-02
0.1 88 8 5.1117664576387098e-02
0.1 88 9 3.8221872439036603e-02
0.1 88 10 2.9372312663456499e-02
0.1 88 11 2.2581009931553899e-02
0.1 88 12 1.7213306932102500e-02
0.1 88 13 1.3534375870363701e-02
0.1 88 14 1.0596581249061701e-02
0.1 88 15 8.3439381163878008e-03
0.1 88 16 6.5896851853448997e-03
0.1 88 17 5.1086434205173999e-03
0.1 88 18 4.1840146416994997e-03
0.1 88 19 3.4017324283670001e-03
0.1 88 20 2.7092999862930998e-03
0.1 88 21 2.2032470217255001e-03
0.1 88 22 1.8157081014387000e-03
0.1 88 23 1.5139536220976999e-03
0.1 88 24 1.2505827335753000e-03
0.1 88 25 1.0394857990508001e-03
0.1 88 26 8.6112170367349996e-04
0.1 88 27 7.5295918846070005e-04
0.1 88 28 6.4652304404109995e-04
0.1 88 29 5.5689791831140000e-04
0.1 88 30 4.9247780581589996e-04
0.1 88 31 4.2550059795819998e-04
0.1 88 32 3.8360299098170000e-04
0.1 88 33 3.4328408728790001e-04
0.1 88 34 3.1328741762500000e-04
0.1 88 35 2.8252633053170000e-04
0.1 88 36 2.5556905927629999e-04
0.1 88 37 2.3778192655249999e-04
0.1 88 38 2.1924056630680001e-04
0.1 88 39 2.0365391294699999e-04
0.1 88 40 1.8943391704300000e-04
0.1 88 41 1.7839555997610000e-04
0.1 88 42 1.6996764480850000e-04
0.1 88 43 1.6246304009400001e-04
0.1 88 44 1.5523278280050001e-04
0.1 88 45 1.4998095931440000e-04
0.1 88 46 1.4273343807909999e-04
0.1 88 47 1.3589359830389999e-04
0.1 88 48 1.3274124452030000e-04
0.1 88 49 1.2829821193319999e-04
0.1 88 50 1.2701836667270000e-04
0.1 88 51 1.2228720920150001e-04
0.1 88 52 1.2274494648540000e-04
0.1 88 53 1.1910851072520000e-04
0.1 88 54 1.1788226732620000e-04
0.1 88 55 1.1515613461590000e-04
0.1 88 56 1.1461174943020000e-04
0.1 88 57 1.1250802604150000e-04
0.1 88 58 1.1150534039880001e-04
0.1 88 59 1.1035398572940001e-04
0.1 88 60 1.1093552073110000e-04
0.1 88 61 1.1030085400940001e-04
0.1 88 62 1.0987917016899999e-04
0.1 88 63 1.9934701233900840e-30
0.1 96 0 2.5977695981918519e-01
0.1 96 1 5.2402173615748648e-01
0.1 96 2 4.4188878485213939e-01
0.1 96 3 2.9581125729865360e-01
0.1 96 4 2.0578301598182200e-01
0.1 96 5 1.3972049767264411e-01
0.1 96 6 1.0076174991965270e-01
0.1 96 7 7.5242456776788605e-02
0.1 96 8 5.7301610721615603e-02
0.1 96 9 4.2685019359706998e-02
0.1 96 10 3.3058079405711899e-02
0.1 96 11 2.5588346089598601e-02
0.1 96 12 2.0184749176123298e-02
0.1 96 13 1.5987341814369799e-02
0.1 96 14 1.2532863557998101e-02
0.1 96 15 9.7073710718353998e-03
0.1 96 16 7.9441064130821998e-03
0.1 96 17 6.3269829281269998e-03
0.1 96 18 5.0150856817462999e-03
0.1 96 19 4.1528152178195001e-03
0.1 96 20 3.3816413251885002e-03
0.1 96 21 2.7798023412141000e-03
0.1 96 22 2.2772578082068998e-03
0.1 96 23 1.8700071597235999e-03
0.1 96 24 1.5592992456187999e-03
0.1 96 25 1.3004536551632000e-03
0.1 96 26 1.1084313294710000e-03
0.1 96 27 9.5449327813739999e-04
0.1 96 28 8.0263273381260005e-04
0.1 96 29 6.9627534904139995e-04
0.1 96 30 6.0506728823330001e-04
0.1 96 31 5.2971721075689997e-04
0.1 96 32 4.8030690717820002e-04
0.1 96 33 4.2132419837669999e-04
0.1 96 34 3.7734922573380000e-04
0.1 96 35 3.4128713152290001e-04
0.1 96 36 3.0957887916120003e-04
0.1 96 37 2.8635734371189998e-04
0.1 96 38 2.6187408542250001e-04
0.1 96 39 2.4620555025880000e-04
0.1 96 40 2.3117826951370000e-04
0.1 96 41 2.1247952023860001e-04
0.1 96 42 2.0264937316590001e-04
0.1 96 43 1.9056375972009999e-04
0.1 96 44 1.8038320832409999e-04
0.1 96 45 1.7325212750790000e-04
0.1 96 46 1.6515369022579999e-04
0.1 96 47 1.5924999895600001e-04
0.1 96 48 1.5451829900089999e-04
0.1 96 49 1.5213917507860000e-04
0.1 96 50 1.4465933118189999e-04
0.1 96 51 1.4306515515839999e-04
0.1 96 52 1.3876773588350000e-04
0.1 96 53 1.3957244762490001e-04
0.1 96 54 1.3369689179999999e-04
0.1 96 55 1.3366526325160000e-04
0.1 96 56 1.2927776393510001e-04
0.1 96 57 1.2966169931230001e-04
0.1 96 58 1.2955186561440000e-04
0.1 96 59 1.2996673831229999e-04
0.1 96 60 1.2704004899760001e-04
0.1 96 61 1.2659323526510000e-04
0.1 96 62 1.2632493071610001e-04
0.1 96 63 1.9985270789970404e-30
0.1 104 0 2.4323598450038400e-01
0.1 104 1 5.0298722393261908e-01
0.1 104 2 4.3221239770050068e-01
0.1 104 3 3.0888349524637582e-01
0.1 104 4 2.1229955695968150e-01
0.1 104 5 1.4884953005193191e-01
0.1 104 6 1.0976835413203120e-01
0.1 104 7 7.9536099736585195e-02
0.1 104 8 6.2069329162327602e-02
0.1 104 9 4.8001391282029002e-02
0.1 104 10 3.6817150132595601e-02
0.1 104 11 2.8942669321505701e-02
0.1 104 12 2.2768292688375599e-02
0.1 104 13 1.8286327407935499e-02
0.1 104 14 1.4388629481743799e-02
0.1 104 15 1.1312653248519700e-02
0.1 104 16 9.3136743605347991e-03
0.1 104 17 7.5064661782793000e-03
0.1 104 18 6.0836644232545997e-03
0.1 104 19 4.8959272660573996e-03
0.1 104 20 4.0746460921041996e-03
0.1 104 21 3.3338165733861999e-03
0.1 104 22 2.7375273388769001e-03
0.1 104 23 2.2856842193332001e-03
0.1 104 24 1.8787956291310001e-03
0.1 104 25 1.5914261630170000e-03
0.1 104 26 1.3422739464225000e-03
0.1 104 27 1.1563456609847999e-03
0.1 104 28 9.8601323816740007e-04
0.1 104 29 8.4615179404240004e-04
0.1 104 30 7.4345777346169995e-04
0.1 104 31 6.5564373258759998e-04
0.1 104 32 5.8163766680109999e-04
0.1 104 33 5.0892444075080001e-04
0.1 104 34 4.5912964168440002e-04
0.1 104 35 4.1024611838209998e-04
0.1 104 36 3.7607308339920002e-04
0.1 104 37 3.4376273972190001e-04
0.1 104 38 3.1310207751299998e-04
0.1 104 39 2.9271445532989999e-04
0.1 104 40 2.7346097528910002e-04
0.1 104 41 2.5267217569160000e-04
0.1 104 42 2.3950431511020001e-04
0.1 104 43 2.2612296910360001e-04
0.1 104 44 2.1446931175860001e-04
0.1 104 45 2.0404634507960000e-04
0.1 104 46 1.9379116228290000e-04
0.1 104 47 1.8791513749620001e-04
0.1 104 48 1.8247793565800001e-04
0.1 104 49 1.7266282469720001e-04
0.1 104 50 1.7025786230830001e-04
0.1 104 51 1.6518032321999999e-04
0.1 104 52 1.6105678638490001e-04
0.1 104 53 1.5598754099950001e-04
0.1 104 54 1.5444862604270000e-04
0.1 104 55 1.5222842388940000e-04
0.1 104 56 1.5021376611710000e-04
