# Tau Act n Variance
# (n=0 represents var_a0_sq)
0.1 16 17 5.8247148048900003e-04
0.1 16 18 5.0704511272110005e-04
0.1 16 19 4.4663050533659998e-04
0.1 16 20 4.0512906673019998e-04
0.1 16 21 3.6463726826280001e-04
0.1 16 22 3.3405044836000002e-04
0.1 16 23 3.0758084960460000e-04
0.1 16 24 2.8243927150939998e-04
0.1 16 25 2.6088141571390002e-04
0.1 16 26 2.4200908111399999e-04
0.1 16 27 2.3301105257939999e-04
0.1 16 28 2.1494532199040000e-04
0.1 16 29 2.0493735436679999e-04
0.1 16 30 1.9146564255879999e-04
0.1 16 31 1.8173677671140000e-04
0.1 16 32 1.7319117189240000e-04
0.1 16 33 1.6565047374930000e-04
0.1 16 34 1.6096022906650001e-04
0.1 16 35 1.5244118038260001e-04
0.1 16 36 1.4682542969480001e-04
0.1 16 37 1.4331867456099999e-04
0.1 16 38 1.3837625186909999e-04
0.1 16 39 1.3384668747149999e-04
0.1 16 40 1.3036330810419999e-04
0.1 16 41 1.2543951342569999e-04
0.1 16 42 1.2372997204929999e-04
0.1 16 43 1.2058826448240000e-04
0.1 16 44 1.1714695640880000e-04
0.1 16 45 1.1441782674460000e-04
0.1 16 46 1.1170788781570001e-04
0.1 16 47 1.1033953125820000e-04
0.1 16 48 1.0920195821070000e-04
0.1 16 49 1.0654543749430000e-04
0.1 16 50 1.0289776480790000e-04
0.1 16 51 1.0174273109619999e-04
0.1 16 52 1.0239173928670000e-04
0.1 16 53 1.0211302713110000e-04
0.1 16 54 1.0092215877190000e-04
0.1 16 55 1.0009221899120000e-04
0.1 16 56 9.7326090645038197e-05
0.1 16 57 9.6867619347737395e-05
0.1 16 58 9.7950108711249416e-05
0.1 16 59 9.5030755702367237e-05
0.1 16 60 9.6569841136279121e-05
0.1 16 61 9.6603944841839896e-05
0.1 16 62 9.4797408751519320e-05
0.1 16 63 2.7058135246904209e-30
0.1 32 0 5.6460189709746056e-01
0.1 32 1 6.8725480274843520e-01
0.1 32 2 3.1034907939601930e-01
0.1 32 3 1.4892384843050710e-01
0.1 32 4 8.2473191365302206e-02
0.1 32 5 4.9661060364915098e-02
0.1 32 6 3.1237547541817200e-02
0.1 32 7 2.0816473091810301e-02
0.1 32 8 1.4238548612324400e-02
0.1 32 9 1.0137827023958700e-02
0.1 32 10 7.3038606620597999e-03
0.1 32 11 5.5070222277033001e-03
0.1 32 12 4.0782823824450998e-03
0.1 32 13 3.1610675728367000e-03
0.1 32 14 2.4957854510990998e-03
0.1 32 15 1.9677639954156002e-03
0.1 32 16 1.5592871596212001e-03
0.1 32 17 1.2690886195943999e-03
0.1 32 18 1.0530233169084001e-03
0.1 32 19 8.6718421708060003e-04
0.1 32 20 7.2751611568200000e-04
0.1 32 21 6.2638382903109995e-04
0.1 32 22 5.4040163563540003e-04
0.1 32 23 4.6818456246610002e-04
0.1 32 24 4.1785808795200002e-04
0.1 32 25 3.7393374977680001e-04
0.1 32 26 3.3411870307800001e-04
0.1 32 27 3.0390419670169998e-04
0.1 32 28 2.7939624751189998e-04
0.1 32 29 2.6129129186920001e-04
0.1 32 30 2.3992895739280000e-04
0.1 32 31 2.2601431721229999e-04
0.1 32 32 2.0929542068500001e-04
0.1 32 33 1.9750552788610001e-04
0.1 32 34 1.8586734611080000e-04
0.1 32 35 1.7734415201120000e-04
0.1 32 36 1.7111804684239999e-04
0.1 32 37 1.6317454202390000e-04
0.1 32 38 1.5639647949129999e-04
0.1 32 39 1.5291819181910001e-04
0.1 32 40 1.4503186774800000e-04
0.1 32 41 1.4001382834809999e-04
0.1 32 42 1.3454719087630001e-04
0.1 32 43 1.3288483816700000e-04
0.1 32 44 1.2804960288760001e-04
0.1 32 45 1.2463303151219999e-04
0.1 32 46 1.2246182200090000e-04
0.1 32 47 1.1943247247630000e-04
0.1 32 48 1.1674518405230001e-04
0.1 32 49 1.1411976492999999e-04
0.1 32 50 1.1213694057810000e-04
0.1 32 51 1.1181073103390000e-04
0.1 32 52 1.1056557118700000e-04
0.1 32 53 1.0731345094040000e-04
0.1 32 54 1.0717890191050000e-04
0.1 32 55 1.0645474603100000e-04
0.1 32 56 1.0452293737640000e-04
0.1 32 57 1.0454879380620000e-04
0.1 32 58 1.0365317256119999e-04
0.1 32 59 1.0503927108680000e-04
0.1 32 60 1.0333801504019999e-04
0.1 32 61 1.0185558436360000e-04
0.1 32 62 1.0402405139970000e-04
0.1 32 63 2.0004530062201064e-30
0.1 48 0 3.9376340063955340e-01
0.1 48 1 5.8935414115988527e-01
0.1 48 2 4.4587235459297170e-01
0.1 48 3 2.1987002612838669e-01
0.1 48 4 1.4446973875597549e-01
0.1 48 5 8.8520039258659297e-02
0.1 48 6 6.4705953304496494e-02
0.1 48 7 4.3966649139781599e-02
0.1 48 8 3.2082535330192098e-02
0.1 48 9 2.3747010328748600e-02
0.1 48 10 1.7836431567596300e-02
0.1 48 11 1.3367888940960001e-02
0.1 48 12 1.0244578537609100e-02
0.1 48 13 7.9193174608994995e-03
0.1 48 14 6.1799766755745002e-03
0.1 48 15 4.8728837779288998e-03
0.1 48 16 3.9303453316271997e-03
0.1 48 17 3.0827312173898999e-03
0.1 48 18 2.5463486064797002e-03
0.1 48 19 2.0335146348147998e-03
0.1 48 20 1.6851789669937000e-03
0.1 48 21 1.4036301509851000e-03
0.1 48 22 1.1495788887311001e-03
0.1 48 23 9.7213713188589997e-04
0.1 48 24 8.3180591736999997e-04
0.1 48 25 7.1514557244840003e-04
0.1 48 26 6.2255049303790004e-04
0.1 48 27 5.4320320394449998e-04
0.1 48 28 4.8652685310839999e-04
0.1 48 29 4.2623444128100002e-04
0.1 48 30 3.8270351890240002e-04
0.1 48 31 3.4869955331059998e-04
0.1 48 32 3.2009006036139999e-04
0.1 48 33 2.8879758057780001e-04
0.1 48 34 2.6759343153769999e-04
0.1 48 35 2.4908851058780002e-04
0.1 48 36 2.3196147979680001e-04
0.1 48 37 2.1828885200290000e-04
0.1 48 38 2.0836613375270000e-04
0.1 48 39 1.9402969338069999e-04
0.1 48 40 1.8703880848770001e-04
0.1 48 41 1.7888623637280000e-04
0.1 48 42 1.7250862792270001e-04
0.1 48 43 1.6281679622580001e-04
0.1 48 44 1.5611974748820000e-04
0.1 48 45 1.5245796703369999e-04
0.1 48 46 1.4833848811030001e-04
0.1 48 47 1.4476221617200000e-04
0.1 48 48 1.4060437011430000e-04
0.1 48 49 1.3610676794369999e-04
0.1 48 50 1.3596364665549999e-04
0.1 48 51 1.3296417838799999e-04
0.1 48 52 1.2872131900980001e-04
0.1 48 53 1.2763408722910001e-04
0.1 48 54 1.2718297032360000e-04
0.1 48 55 1.2417902559509999e-04
0.1 48 56 1.2433964319769999e-04
0.1 48 57 1.2390001018400000e-04
0.1 48 58 1.2127225731650000e-04
0.1 48 59 1.2266927285170000e-04
0.1 48 60 1.2073704303380000e-04
0.1 48 61 1.2082150636810000e-04
0.1 48 62 1.1968254470979999e-04
0.1 48 63 2.0017451907530611e-30
0.1 64 0 2.7595158643146100e-01
0.1 64 1 5.6320769476372212e-01
0.1 64 2 4.3033563146140480e-01
0.1 64 3 2.7964339502571889e-01
0.1 64 4 1.8342996149478280e-01
0.1 64 5 1.2537139506619460e-01
0.1 64 6 9.1255292924385001e-02
0.1 64 7 6.6942562271315995e-02
0.1 64 8 5.0517393574065601e-02
0.1 64 9 3.8947078295480400e-02
0.1 64 10 3.0034371956465598e-02
0.1 64 11 2.3277108447451199e-02
0.1 64 12 1.8402776448584800e-02
0.1 64 13 1.4418758385286600e-02
0.1 64 14 1.1765051914422200e-02
0.1 64 15 9.2884260446080003e-03
0.1 64 16 7.4552385581504003e-03
0.1 64 17 5.9971227457740004e-03
0.1 64 18 4.9584703128016001e-03
0.1 64 19 4.0714583297691998e-03
0.1 64 20 3.3214006257356000e-03
0.1 64 21 2.7746757065745002e-03
0.1 64 22 2.2910650487297998e-03
0.1 64 23 1.9274019322296999e-03
0.1 64 24 1.6221344361863001e-03
0.1 64 25 1.3977082987168001e-03
0.1 64 26 1.1916162834736000e-03
0.1 64 27 1.0164338273821001e-03
0.1 64 28 8.8376785409100000e-04
0.1 64 29 7.7002662192429997e-04
0.1 64 30 6.8704000852790005e-04
0.1 64 31 6.0731135885220004e-04
0.1 64 32 5.4217784722369996e-04
0.1 64 33 4.8602550091310002e-04
0.1 64 34 4.3332761419660000e-04
0.1 64 35 4.0173497008930001e-04
0.1 64 36 3.6525428684950001e-04
0.1 64 37 3.3552345055160000e-04
0.1 64 38 3.1105449646710002e-04
0.1 64 39 2.9564811453219999e-04
0.1 64 40 2.7473317838130001e-04
0.1 64 41 2.5603066587500002e-04
0.1 64 42 2.4313969449129999e-04
0.1 64 43 2.3029323650109999e-04
0.1 64 44 2.1934776459010000e-04
0.1 64 45 2.1214068341780001e-04
0.1 64 46 2.0199277457950000e-04
0.1 64 47 1.9608955337440000e-04
0.1 64 48 1.8874734001030001e-04
0.1 64 49 1.8374089881129999e-04
0.1 64 50 1.7668981142750001e-04
0.1 64 51 1.7293703686860001e-04
0.1 64 52 1.6965098654819999e-04
0.1 64 53 1.6647293712989999e-04
0.1 64 54 1.6143712736820000e-04
0.1 64 55 1.6119314197159999e-04
0.1 64 56 1.5873785231300001e-04
0.1 64 57 1.5605749573459999e-04
0.1 64 58 1.5397961346269999e-04
0.1 64 59 1.5518385569820000e-04
0.1 64 60 1.5562467504430001e-04
0.1 64 61 1.5256665279290001e-04
0.1 64 62 1.5150367299970001e-04
0.1 64 63 1.9800388621907003e-30
0.1 72 0 2.5521176468370071e-01
0.1 72 1 5.0744078934960679e-01
0.1 72 2 4.0821381062641088e-01
0.1 72 3 3.0065622081718379e-01
0.1 72 4 2.0007836285844841e-01
0.1 72 5 1.4186511544311900e-01
0.1 72 6 1.0139327135151591e-01
0.1 72 7 7.7758141945002801e-02
0.1 72 8 5.7838668965637399e-02
0.1 72 9 4.5671689871675997e-02
0.1 72 10 3.5456103645599299e-02
0.1 72 11 2.7740678889799999e-02
0.1 72 12 2.2641755249256101e-02
0.1 72 13 1.7988594102437201e-02
0.1 72 14 1.4590849806871600e-02
0.1 72 15 1.1641445779185701e-02
0.1 72 16 9.6415453407067003e-03
0.1 72 17 7.7503069458848004e-03
0.1 72 18 6.4524581061769001e-03
0.1 72 19 5.3186014545596998e-03
0.1 72 20 4.3804022357368001e-03
0.1 72 21 3.6097981630557000e-03
0.1 72 22 3.0885099817077998e-03
0.1 72 23 2.5835277509012999e-03
0.1 72 24 2.1843551443649998e-03
0.1 72 25 1.8594782200920001e-03
0.1 72 26 1.5889361325924999e-03
0.1 72 27 1.3631477241212999e-03
0.1 72 28 1.1821397324317999e-03
0.1 72 29 1.0170964169314001e-03
0.1 72 30 9.0231525516279996e-04
0.1 72 31 8.0339062540859998e-04
0.1 72 32 7.0810780508889998e-04
0.1 72 33 6.3543974574100000e-04
0.1 72 34 5.6819285957430000e-04
0.1 72 35 5.1942819557240002e-04
0.1 72 36 4.6556819741449997e-04
0.1 72 37 4.2836839338190001e-04
0.1 72 38 3.9333147493660000e-04
0.1 72 39 3.6784356230380001e-04
0.1 72 40 3.3615314602910000e-04
0.1 72 41 3.1678684654040001e-04
0.1 72 42 2.9908880165630002e-04
0.1 72 43 2.8324597335059999e-04
0.1 72 44 2.6516775112570001e-04
0.1 72 45 2.5477029677900000e-04
0.1 72 46 2.4368260302500000e-04
0.1 72 47 2.3261485888339999e-04
0.1 72 48 2.2522818318969999e-04
0.1 72 49 2.1649359631540000e-04
0.1 72 50 2.1043694264540001e-04
0.1 72 51 2.0516754080519999e-04
0.1 72 52 2.0135820547500000e-04
0.1 72 53 1.9677628460170000e-04
0.1 72 54 1.9019270818150001e-04
0.1 72 55 1.8984417302279999e-04
0.1 72 56 1.8601049175239999e-04
0.1 72 57 1.8122929245410001e-04
0.1 72 58 1.8080994410090001e-04
0.1 72 59 1.7923013065659999e-04
0.1 72 60 1.7819576850569999e-04
0.1 72 61 1.7732849310870001e-04
0.1 72 62 1.7899658724539999e-04
0.1 72 63 2.0949477767185427e-30
0.1 80 0 2.4764662381606470e-01
0.1 80 1 4.7292703806864128e-01
0.1 80 2 3.9916834173310600e-01
0.1 80 3 2.8802242756771418e-01
0.1 80 4 2.0755635254311960e-01
0.1 80 5 1.5194462714603121e-01
0.1 80 6 1.1074455140528611e-01
0.1 80 7 8.3867032216684803e-02
0.1 80 8 6.5335485607933994e-02
0.1 80 9 5.0388880718951999e-02
0.1 80 10 4.0422433458802802e-02
0.1 80 11 3.2732541275554403e-02
0.1 80 12 2.5910751513729600e-02
0.1 80 13 2.0832728499135301e-02
0.1 80 14 1.7195239731505899e-02
0.1 80 15 1.3934870146471200e-02
0.1 80 16 1.1497036669926901e-02
0.1 80 17 9.6840413071813004e-03
0.1 80 18 7.8595316407259995e-03
0.1 80 19 6.5159670021579996e-03
0.1 80 20 5.4754601738687004e-03
0.1 80 21 4.5738767187341999e-03
0.1 80 22 3.7892070030519998e-03
0.1 80 23 3.2497253980968998e-03
0.1 80 24 2.7583990669815999e-03
0.1 80 25 2.3540572212553002e-03
0.1 80 26 2.0211293279212002e-03
0.1 80 27 1.7259480831851000e-03
0.1 80 28 1.5007592079109000e-03
0.1 80 29 1.3064425251806001e-03
0.1 80 30 1.1461285758393000e-03
0.1 80 31 1.0006363929268001e-03
0.1 80 32 9.0499330886119995e-04
0.1 80 33 8.0815250650180005e-04
0.1 80 34 7.1632339776760005e-04
0.1 80 35 6.4530496024410003e-04
0.1 80 36 5.8876065636620002e-04
0.1 80 37 5.3783691836329999e-04
0.1 80 38 4.9570150934679996e-04
0.1 80 39 4.5128025102100002e-04
0.1 80 40 4.1860233217310002e-04
0.1 80 41 3.8709193118409999e-04
0.1 80 42 3.6573768937829998e-04
0.1 80 43 3.4620631214609998e-04
0.1 80 44 3.2625588607859999e-04
0.1 80 45 3.0739223260699999e-04
0.1 80 46 2.9501305444300002e-04
0.1 80 47 2.8285317027029999e-04
0.1 80 48 2.6903712813330000e-04
0.1 80 49 2.5953271929269998e-04
0.1 80 50 2.4972751999540003e-04
0.1 80 51 2.4285136237030001e-04
0.1 80 52 2.3535556633879999e-04
0.1 80 53 2.2778690374110000e-04
0.1 80 54 2.2621890673569999e-04
0.1 80 55 2.2128175385279999e-04
0.1 80 56 2.1536264070910001e-04
0.1 80 57 2.1398548943449999e-04
0.1 80 58 2.0987056503420001e-04
0.1 80 59 2.1015088658190000e-04
0.1 80 60 2.0664452617460001e-04
0.1 80 61 2.0921168177790000e-04
0.1 80 62 2.0842815794140001e-04
0.1 80 63 2.2417523507555988e-30
0.1 88 0 2.3646343853677301e-01
0.1 88 1 4.2652051439325062e-01
0.1 88 2 3.9769821823495072e-01
0.1 88 3 2.9302489626902090e-01
0.1 88 4 2.1226842730250259e-01
0.1 88 5 1.5862553353180020e-01
0.1 88 6 1.2006317468689190e-01
0.1 88 7 9.2318811665550504e-02
0.1 88 8 7.1242303066007706e-02
0.1 88 9 5.6740159868608600e-02
0.1 88 10 4.4847605887926502e-02
0.1 88 11 3.6343022781885601e-02
0.1 88 12 2.9510681701737498e-02
0.1 88 13 2.4020001327443599e-02
0.1 88 14 1.9650248581465999e-02
0.1 88 15 1.6397613511917600e-02
0.1 88 16 1.3515104168983900e-02
0.1 88 17 1.1132399369086599e-02
0.1 88 18 9.2615471055703998e-03
0.1 88 19 7.7390556294065996e-03
0.1 88 20 6.5735732412915996e-03
0.1 88 21 5.4928711112726004e-03
0.1 88 22 4.6434235441972999e-03
0.1 88 23 3.9318211635344996e-03
0.1 88 24 3.3976328360754001e-03
0.1 88 25 2.8799545527369999e-03
0.1 88 26 2.5092946201470999e-03
0.1 88 27 2.1573953416656002e-03
0.1 88 28 1.8941793846407001e-03
0.1 88 29 1.6178310063293001e-03
0.1 88 30 1.4157084433396000e-03
0.1 88 31 1.2766034110189999e-03
0.1 88 32 1.1245621392209000e-03
0.1 88 33 1.0138709262605000e-03
0.1 88 34 9.0482407870749997e-04
0.1 88 35 8.1478219548609997e-04
0.1 88 36 7.4634006263779996e-04
0.1 88 37 6.6179827843410000e-04
0.1 88 38 5.9745814162100001e-04
0.1 88 39 5.6113573897519997e-04
0.1 88 40 5.2159186306420004e-04
0.1 88 41 4.8491905633379998e-04
0.1 88 42 4.4948433362690003e-04
0.1 88 43 4.1823959742580001e-04
0.1 88 44 3.9581810697920000e-04
0.1 88 45 3.7389546095679998e-04
0.1 88 46 3.5613955905140001e-04
0.1 88 47 3.3341783389250000e-04
0.1 88 48 3.2267415395939998e-04
0.1 88 49 3.0925833943580002e-04
0.1 88 50 3.0089979074769999e-04
0.1 88 51 2.8960848835910002e-04
0.1 88 52 2.8144805251650000e-04
0.1 88 53 2.6963673162999998e-04
0.1 88 54 2.6683392413570000e-04
0.1 88 55 2.5943491160069999e-04
0.1 88 56 2.5673133701750001e-04
0.1 88 57 2.5382558008410001e-04
0.1 88 58 2.4790529585099998e-04
0.1 88 59 2.4845033743879999e-04
0.1 88 60 2.5408752037200000e-04
0.1 88 61 2.4635498198410000e-04
0.1 88 62 2.4532828117660002e-04
0.1 88 63 2.3498333156614976e-30
0.1 96 0 2.2021496716314909e-01
0.1 96 1 4.0920070103086670e-01
0.1 96 2 3.9014299051584800e-01
0.1 96 3 2.9314817163209078e-01
0.1 96 4 2.1788825477303900e-01
0.1 96 5 1.6587234254789829e-01
0.1 96 6 1.2705524697658141e-01
0.1 96 7 9.7664880057125494e-02
0.1 96 8 7.6185253989967200e-02
0.1 96 9 6.0750426384465400e-02
0.1 96 10 4.8881645335912001e-02
0.1 96 11 3.9870512584866603e-02
0.1 96 12 3.2688630199732498e-02
0.1 96 13 2.7134583461541802e-02
0.1 96 14 2.2298345505613899e-02
0.1 96 15 1.8505229831051000e-02
0.1 96 16 1.5262733853798199e-02
0.1 96 17 1.2830884986690600e-02
0.1 96 18 1.0812877597371401e-02
0.1 96 19 9.1973823198378997e-03
0.1 96 20 7.6725563117203003e-03
0.1 96 21 6.5172884732524004e-03
0.1 96 22 5.5018439186997996e-03
0.1 96 23 4.7203607672832004e-03
0.1 96 24 4.0500935816059997e-03
0.1 96 25 3.4484147681391000e-03
0.1 96 26 2.9711385947474001e-03
0.1 96 27 2.5782215652736000e-03
0.1 96 28 2.2317301131332002e-03
0.1 96 29 1.9917044368125999e-03
0.1 96 30 1.7493528082870001e-03
0.1 96 31 1.5429434807105000e-03
0.1 96 32 1.3753514128624000e-03
0.1 96 33 1.2134995044958000e-03
0.1 96 34 1.0803144068923000e-03
0.1 96 35 9.8592508763289998e-04
0.1 96 36 8.8622853000770003e-04
0.1 96 37 8.1228936264900002e-04
0.1 96 38 7.3513087098039996e-04
0.1 96 39 6.7508195013769997e-04
0.1 96 40 6.2300092172029998e-04
0.1 96 41 5.7457075237740002e-04
0.1 96 42 5.4258731825920000e-04
0.1 96 43 5.1072081219440005e-04
0.1 96 44 4.7535173186520000e-04
0.1 96 45 4.4662359644810000e-04
0.1 96 46 4.2883406814260002e-04
0.1 96 47 3.9990226227990000e-04
0.1 96 48 3.8583607375239999e-04
0.1 96 49 3.7339161288239999e-04
0.1 96 50 3.5526240317879999e-04
0.1 96 51 3.4303122050120002e-04
0.1 96 52 3.3323027226859998e-04
0.1 96 53 3.2409688098070002e-04
0.1 96 54 3.1299337393609998e-04
0.1 96 55 3.1189565937390001e-04
0.1 96 56 3.0435287713010003e-04
0.1 96 57 3.0206891161299999e-04
0.1 96 58 2.9493634398449999e-04
0.1 96 59 2.9415379192679998e-04
0.1 96 60 2.9523119424720000e-04
0.1 96 61 2.9396698431399999e-04
0.1 96 62 2.8629821568350002e-04
0.1 96 63 2.4496329611987163e-30
0.1 104 0 2.0788697078604371e-01
0.1 104 1 4.1074581421068168e-01
0.1 104 2 3.7264786219739637e-01
0.1 104 3 2.8830709463169613e-01
0.1 104 4 2.1932025569251620e-01
0.1 104 5 1.6790414054595840e-01
0.1 104 6 1.3297749083246341e-01
0.1 104 7 1.0238070219442420e-01
0.1 104 8 8.2303166197486205e-02
0.1 104 9 6.4938390592814504e-02
0.1 104 10 5.3037203007434003e-02
0.1 104 11 4.3242682558778799e-02
0.1 104 12 3.5692304359463203e-02
0.1 104 13 2.9339730250293301e-02
0.1 104 14 2.4586390305325799e-02
0.1 104 15 2.0778688372501498e-02
0.1 104 16 1.7037300751819900e-02
0.1 104 17 1.4731527945910200e-02
0.1 104 18 1.2233696384001199e-02
0.1 104 19 1.0373564063175701e-02
0.1 104 20 8.7306574862021993e-03
0.1 104 21 7.5799746525544000e-03
0.1 104 22 6.3960358891827001e-03
0.1 104 23 5.4964509702588003e-03
0.1 104 24 4.6749181217473996e-03
0.1 104 25 4.0186601971776998e-03
0.1 104 26 3.5116909307166999e-03
0.1 104 27 3.0681340838862002e-03
0.1 104 28 2.6439578712766998e-03
0.1 104 29 2.3526400936767999e-03
0.1 104 30 2.0536905539619002e-03
0.1 104 31 1.7793556871230000e-03
0.1 104 32 1.5996913756351999e-03
0.1 104 33 1.4476808527648999e-03
0.1 104 34 1.2945209242001001e-03
0.1 104 35 1.1638942927046001e-03
0.1 104 36 1.0385391682272999e-03
0.1 104 37 9.4294203557040003e-04
0.1 104 38 8.7750722549280002e-04
0.1 104 39 8.0886637551049996e-04
0.1 104 40 7.3504869136800004e-04
0.1 104 41 6.8084969614629997e-04
0.1 104 42 6.4026658598689997e-04
0.1 104 43 5.9538098898949995e-04
0.1 104 44 5.6001641688039998e-04
0.1 104 45 5.2878988671420000e-04
0.1 104 46 5.0979288576029997e-04
0.1 104 47 4.8386513809059998e-04
0.1 104 48 4.5129961550270003e-04
0.1 104 49 4.3218176702829999e-04
0.1 104 50 4.2363308838689999e-04
0.1 104 51 3.9867342490230003e-04
0.1 104 52 3.8565406800840000e-04
0.1 104 53 3.7952388475799998e-04
0.1 104 54 3.7249259662460002e-04
0.1 104 55 3.6292957847590000e-04
0.1 104 56 3.5341575249690001e-04
