f_a,tau,A,C,D,E
0.0,0.1,0.14093707407442788,0.14760160661043492,0.0,0.0
8.0,0.1,0.14093707407442788,0.09066985139552905,0.27065388257726625,0.023452280908197468
16.0,0.1,0.14093707407442788,1.0000000000000003e-05,1.7896091071719753,-0.01411829622787193
32.0,0.1,0.14093707407442788,0.47385616156169696,6.802719981998487,-0.006023975435750311
48.0,0.1,0.14093707407442788,2.222600079672484,14.333178810606647,0.0039650705971070194
64.0,0.1,0.14093707407442788,4.284425538542884,22.574474357700623,0.002940908412506542
72.0,0.1,0.14093707407442788,5.8608781823933285,26.7233458105333,0.0025877082193593815
80.0,0.1,0.14093707407442788,7.361652457425613,30.270809453638314,0.0023148450368075113
88.0,0.1,0.14093707407442788,9.121137451267693,33.97829630281089,0.0021046040523755066
96.0,0.1,0.14093707407442788,10.603641719480713,37.38403156753743,0.0019249072790433332
104.0,0.1,0.14093707407442788,11.971266645517806,40.60073633340379,0.001781664930957731
0.0,1.0,0.1405200874976829,0.5440623677431716,0.0,0.0
8.0,1.0,0.1405200874976829,0.03576083823900566,1.0593341539779264,0.020558196312168923
16.0,1.0,0.1405200874976829,0.12324884511754514,5.5647287726765375,0.011288037051474733
32.0,1.0,0.1405200874976829,2.5302736331173565,17.87298501701099,0.0051038727589327966
48.0,1.0,0.1405200874976829,5.980083522635917,28.549630243564277,0.0033341591832308144
64.0,1.0,0.1405200874976829,9.133885302736045,35.88654351351401,0.00262652377305404
72.0,1.0,0.1405200874976829,10.18978362437182,38.62089775524646,0.002400356244844776
80.0,1.0,0.1405200874976829,10.697059974053555,40.04648981983946,0.0022461830613886347
88.0,1.0,0.1405200874976829,11.171853669645127,41.80823730236896,0.0021341054119127846
96.0,1.0,0.1405200874976829,11.521949365478205,43.079796564896185,0.0020374361162692153
104.0,1.0,0.1405200874976829,11.690740041281135,44.119772460459885,0.0019628460585033015
0.0,4.0,0.14166948045965613,0.5488012101616675,0.0,0.0
8.0,4.0,0.14166948045965613,0.3765080184950547,6.458908160745264,0.01801928802193179
16.0,4.0,0.14166948045965613,3.015475187067826,20.402649435480974,0.007943503316744028
32.0,4.0,0.14166948045965613,6.3176155930975,30.245539744238883,-0.0046919985640965335
48.0,4.0,0.14166948045965613,6.036259689195627,30.781791125853854,-0.0038488867524850787
64.0,4.0,0.14166948045965613,5.307140955969861,30.28672734210379,-0.0035291029191547897
72.0,4.0,0.14166948045965613,5.108324802281073,30.46235075982182,-0.003400238647050913
80.0,4.0,0.14166948045965613,4.887200034673958,30.8881340465601,-0.003204826477026336
88.0,4.0,0.14166948045965613,4.613041837080145,30.781914824080648,-0.003037861712957026
96.0,4.0,0.14166948045965613,4.448943919121004,31.83589179488103,-0.0028965090903246508
104.0,4.0,0.14166948045965613,4.653802706136892,33.94200678636754,-0.0027530148540787806
0.0,7.0,0.14207275830439603,0.4216752649803929,0.0,0.0
8.0,7.0,0.14207275830439603,1.339242053714348,13.633266018745656,-0.014643011140416062
16.0,7.0,0.14207275830439603,4.4450699638233955,25.14221332809042,0.007659420882548549
32.0,7.0,0.14207275830439603,4.9024111702048065,26.97672066762552,0.005236808905494905
48.0,7.0,0.14207275830439603,3.996980769552767,25.343079479823675,0.00469246232814634
64.0,7.0,0.14207275830439603,3.4306481328826757,24.96485460843921,0.004036226394272398
72.0,7.0,0.14207275830439603,3.109945407206441,24.748463786424995,0.0037050746514232158
80.0,7.0,0.14207275830439603,3.0560568261469925,25.60569086624806,0.003489276070948191
88.0,7.0,0.14207275830439603,3.5041177727631347,29.036435525781158,0.003392250386200456
96.0,7.0,0.14207275830439603,4.157298804618773,33.41440201652155,0.0032768714675704756
104.0,7.0,0.14207275830439603,4.9986272244286445,38.47386106826791,0.0031427357087150712
0.0,10.0,0.14175496711934366,0.5627881155627485,0.0,0.0
8.0,10.0,0.14175496711934366,1.982963462650746,17.075516573436037,0.013452337626666776
16.0,10.0,0.14175496711934366,4.441926236835516,25.76828049490726,-0.00785027797994881
32.0,10.0,0.14175496711934366,3.779135102544459,23.793733350459036,-0.0059241768582931386
48.0,10.0,0.14175496711934366,3.076802687128289,22.69661087193863,-0.005117379278172305
64.0,10.0,0.14175496711934366,2.6161233560118764,22.262069074248334,-0.004299784473040127
72.0,10.0,0.14175496711934366,2.560247295595374,23.212674677744825,-0.003997597697106722
80.0,10.0,0.14175496711934366,3.0169869555588904,26.938269509473184,-0.0038659820648989512
88.0,10.0,0.14175496711934366,3.7122816503050498,31.759779950694984,-0.003705167223566881
96.0,10.0,0.14175496711934366,4.493397973168122,36.692334158373,-0.003468664220818423
104.0,10.0,0.14175496711934366,5.422422558021654,42.15903465516783,-0.0032463480639076383
0.0,13.0,0.14049430363218898,0.3637198659210281,0.0,0.0
8.0,13.0,0.14049430363218898,2.6053368862590336,19.608723574059486,0.012584537423644581
16.0,13.0,0.14049430363218898,4.180791834583783,24.979361403112605,0.008125949667720607
32.0,13.0,0.14049430363218898,3.2020570812735145,22.198739789438484,0.006530720868664672
48.0,13.0,0.14049430363218898,2.604233590091526,21.048697067834514,0.005482141769457119
64.0,13.0,0.14049430363218898,2.267334825513209,21.257721479472007,0.004468938750121859
72.0,13.0,0.14049430363218898,2.542315453902548,23.828248051741276,0.00427380467191221
80.0,13.0,0.14049430363218898,3.18438941036605,28.880374801797466,0.00409921465410758
88.0,13.0,0.14049430363218898,3.976529996238118,34.674876446671455,0.003847617673059098
96.0,13.0,0.14049430363218898,4.800517861414726,39.895061077673255,0.0035550991583533117
104.0,13.0,0.14049430363218898,5.608251130246979,44.710444252212866,0.003274354409941588
0.0,19.0,0.14179800697728714,0.6934933933697436,0.0,0.0
8.0,19.0,0.14179800697728714,3.215953451426896,21.482529490538532,0.012747856103979677
16.0,19.0,0.14179800697728714,3.564909999511227,22.683726756355465,0.009325578976740242
32.0,19.0,0.14179800697728714,2.7592891940533013,20.426857860973556,0.007830229951768622
48.0,19.0,0.14179800697728714,2.1504122537445256,19.328332664442453,0.0060343395962873985
64.0,19.0,0.14179800697728714,2.2972984806078562,21.361452824004505,0.005074744716268472
72.0,19.0,0.14179800697728714,2.7681327911347497,25.90573836645024,0.0047362686660179015
80.0,19.0,0.14179800697728714,3.586046849880278,32.03713298672854,0.004431203531943236
88.0,19.0,0.14179800697728714,4.417683171552551,37.60613122674465,0.004039064833853092
96.0,19.0,0.14179800697728714,5.152711900977828,42.040428989199775,0.003611585900948975
104.0,19.0,0.14179800697728714,5.825623260262775,46.81353331059739,0.003239109690251926
